time_s,ivc_pressure_pa,lpa_pressure_pa,rpa_pressure_pa,svc_pressure_pa,aortic_arch_pressure_pa,ascending_aorta_pressure_pa,descending_aorta_pressure_pa,femoral_artery_pressure_pa,ventricle_pressure_pa,wedge_pressure_pa,ivc_flow_m3_s,lpa_flow_m3_s,rpa_flow_m3_s,svc_flow_m3_s,ascending_aorta_flow_m3_s,descending_aorta_flow_m3_s,ventricle_volume_m3
0.010000000000000009,1070.7953668753473,1117.3054000000002,1162.2762630668415,1158.850785515699,5544.289234388117,5430.672570271053,5740.3069739826,5553.930316984222,1010.6414000000001,722.6486000000001,2.5816783543662446e-05,2.2230109575987646e-05,2.688781034539005e-05,1.8420293886159264e-05,-1.3469580099736798e-06,-3.684858284719727e-06,7.439540774107469e-05
0.01100000000000001,1071.9794347771137,1121.3053000000002,1159.8857317614627,1159.963154040902,5539.869559808952,5429.462474736197,5735.059387283656,5551.343368949549,1021.3078000000002,727.4835371439376,2.598368791906197e-05,2.217000724204658e-05,2.669571588489041e-05,1.842511428695327e-05,-1.8786330785549032e-06,-3.7334141734463916e-06,7.439023100647614e-05
0.01200000000000001,1073.141768633404,1118.6387000000002,1157.4052989107022,1157.3268282606239,5535.621188215971,5429.607442156545,5731.51281317813,5547.032334937853,1034.6408000000001,723.1877365846103,2.615027099191506e-05,2.2109591599828e-05,2.6506115606797386e-05,1.8429719073893e-05,-2.4192292156055174e-06,-3.7828626482273803e-06,7.43832247570164e-05
0.013000000000000012,1078.2855795180524,1126.6385,1156.0119352372622,1159.646148991109,5529.363909582976,5421.2663236638655,5729.070460174095,5541.744314541854,1059.9735,723.5773503132098,2.6316381200620373e-05,2.2049144445490107e-05,2.6319647655806172e-05,1.843414013003897e-05,-2.963698324294375e-06,-3.832759961687725e-06,7.437446214010135e-05
0.014000000000000012,1078.6397000000002,1123.9719,1158.0529299222967,1161.0216389845818,5524.407976005664,5416.447463181721,5726.598521819577,5537.396634157731,1075.9731000000002,727.5848452537856,2.64818669835767e-05,2.198894757519106e-05,2.6136950176611774e-05,1.8438409338451703e-05,-3.506992307790806e-06,-3.882662366452504e-06,7.436401630313694e-05
0.015000000000000013,1078.6397000000002,1121.3053000000002,1159.7831799789358,1162.2233860492393,5519.589410322389,5412.808868269777,5720.327393265942,5534.063352839336,1099.9725,726.8158632341114,2.66465767791827e-05,2.1929282785089053e-05,2.5958661313909383e-05,1.8442558582191722e-05,-4.044063069263657e-06,-3.932126115146749e-06,7.435196039352899e-05
0.016000000000000014,1078.6397000000002,1127.9718000000003,1158.4854345151657,1163.6351621665583,5517.148855039295,5410.306174701714,5716.442597133269,5533.79726265306,1134.6383,730.1118958393,2.681035902583716e-05,2.187043187134225e-05,2.5785419212394014e-05,1.844661974431954e-05,-4.569862511882256e-06,-3.980707460395538e-06,7.433836755868349e-05
0.017000000000000015,1080.1577840671764,1121.3053000000002,1156.6894263600095,1163.9709000000003,5514.69406987017,5407.693485731624,5712.618300999307,5533.710806267148,1150.6379000000002,729.8004946767052,2.6973062161938744e-05,2.1812676630108843e-05,2.5617862016760844e-05,1.845062470789568e-05,-5.079342538815459e-06,-4.027962654823904e-06,7.432331094600627e-05
0.018000000000000016,1084.0301120719164,1118.6387000000002,1152.3580200972315,1162.905596241191,5508.460658393182,5402.483349541666,5709.784182970612,5531.31322982632,1177.3039,724.6950039311454,2.713453462588625e-05,2.1756298857546993e-05,2.54566278717049e-05,1.8454605355980665e-05,-5.567455053232578e-06,-4.073447951056924e-06,7.430686370290328e-05
0.019000000000000017,1085.0888115258233,1126.6385,1145.4934617516496,1161.5696892458843,5504.047453966503,5393.348303951912,5708.3521582573285,5530.115749120752,1210.6364,727.3369177218037,2.729462485607832e-05,2.1701580349814905e-05,2.5302354921921347e-05,1.8458593571635005e-05,-6.029151958302488e-06,-4.11671960171963e-06,7.42890989767804e-05
0.020000000000000018,1083.622472679092,1123.9719,1143.2742701055097,1163.0534674262392,5503.862400000001,5390.662906771009,5706.004295484441,5528.891980430496,1233.3025,725.2356830136441,2.745318129091376e-05,2.1648802903070727e-05,2.5155681312105222e-05,1.8462621237919235e-05,-6.459385157194485e-06,-4.157333859437099e-06,7.427008991504356e-05
0.02100000000000002,1082.8447146692474,1125.3052,1140.7679192889473,1163.9709000000003,5503.862400000001,5389.422445776559,5705.1907,5527.010854376088,1269.3016,720.4892452868718,2.7610052368791224e-05,2.159824831347266e-05,2.501724518695169e-05,1.8466720237893867e-05,-6.853106553077465e-06,-4.194846976834366e-06,7.42499096650986e-05
0.02200000000000002,1086.619854105443,1130.6384000000003,1138.699464276955,1163.9867064381929,5502.438731431543,5383.453113646384,5702.8841887814415,5522.528600000001,1306.6340000000002,721.0618315146353,2.7765086528109506e-05,2.155019837717887e-05,2.4887684691155783e-05,1.8470922454619418e-05,-7.205268049120688e-06,-4.2288152065365034e-06,7.42286313743515e-05
0.02300000000000002,1083.9832098586558,1122.6386,1141.304663544428,1165.3137537246453,5499.027407041192,5379.171024696142,5699.857500000001,5522.419872303154,1334.6333000000002,718.1157771836521,2.791813220726726e-05,2.1504934890347543e-05,2.476763796941267e-05,1.847525977115641e-05,-7.5108215484930926e-06,-4.258794801168552e-06,7.420632819020812e-05
0.02400000000000002,1086.2758233650493,1121.3053000000002,1138.809201504439,1169.2418438487105,5494.095358072587,5376.462510885708,5699.857500000001,5518.536806563035,1375.9656000000002,718.0554942800673,2.8069037844663277e-05,2.146273964913685e-05,2.4657743166417377e-05,1.8479764070565373e-05,-7.7647189543639e-06,-4.284342013355578e-06,7.418307326007436e-05
0.025000000000000022,1088.8629765277346,1127.9718000000003,1137.5165900469487,1169.3041,5491.219834490022,5373.924265181711,5699.857500000001,5519.861803024492,1419.9645000000003,722.9423811465159,2.8217651878696223e-05,2.142389444970498e-05,2.4558638426865072e-05,1.8484467235906813e-05,-7.961912169902087e-06,-4.305013095722627e-06,7.415893973135614e-05
0.026000000000000023,1090.2714441187313,1119.9720000000002,1136.401660971169,1165.9384414503565,5489.23331599309,5371.232689521259,5699.5663295394825,5516.008989690965,1458.6302,723.9819,2.8363822747764885e-05,2.1388681088210095e-05,2.44709618954508e-05,1.8489401150241255e-05,-8.097353098276828e-06,-4.320364300894763e-06,7.413400075145935e-05
0.027000000000000024,1091.4615756154749,1118.6387000000002,1132.8806995162856,1165.3042,5485.1336076700445,5369.6323823173025,5695.468468269781,5514.710754603313,1507.9623000000001,723.9819,2.8507401452756085e-05,2.135738136081039e-05,2.4395351716869705e-05,1.8494597696629223e-05,-8.165993642657153e-06,-4.3299518814970325e-06,7.41083294677899e-05
0.028000000000000025,1092.8552040117183,1121.3053000000002,1131.9717,1165.3042,5481.789001313981,5368.387865885111,5693.025338656029,5512.2208896478105,1554.6278000000002,726.9717778521809,2.8649303078493915e-05,2.133024456716545e-05,2.4332444470884658e-05,1.850008871872365e-05,-8.197638393007409e-06,-4.333332090154497e-06,7.408199902775368e-05
0.029000000000000026,1093.306,1111.9722000000002,1131.9717,1165.9532672580565,5478.606412320094,5366.921753509088,5690.532775381801,5510.909766239844,1598.6267000000003,725.035622721522,2.879034481156146e-05,2.130482789665552e-05,2.4276254613932324e-05,1.850573619956419e-05,-8.228317102791257e-06,-4.333326874966763e-06,7.405508257875661e-05
0.030000000000000027,1093.693333644493,1113.3055000000002,1130.531248779626,1166.6375,5473.1965,5366.5325,5689.282840035034,5506.701392994223,1655.9586000000002,726.1437606911369,2.8930512596888993e-05,2.1279511757523498e-05,2.4220823546143476e-05,1.8511390765176838e-05,-8.258036197536746e-06,-4.333280126617504e-06,7.402765326820457e-05
0.031000000000000028,1094.6393000000003,1117.3054000000002,1127.9718000000003,1166.6375,5473.168876174128,5365.888120085373,5688.039116295429,5501.8573642048605,1709.2906000000003,733.1467157402142,2.9069792379406673e-05,2.12543507081898e-05,2.4166239479425743e-05,1.8517052394923773e-05,-8.286787179546225e-06,-4.333152003838136e-06,7.399978424350348e-05
0.03200000000000003,1094.6393000000003,1107.9723000000001,1127.7129812445971,1166.6375,5471.863200000001,5366.538782417126,5686.896162880348,5502.104760985627,1758.6227000000001,733.7109633767209,2.920817010404477e-05,2.122939930707483e-05,2.411259062568669e-05,1.8522721068167184e-05,-8.314561551122073e-06,-4.332901422465166e-06,7.397154865205924e-05
0.03300000000000003,1094.6738950536244,1109.3056000000001,1124.8914098155417,1166.6375,5471.863200000001,5370.366301513986,5682.675002040332,5500.805737997009,1823.9544,733.9237346579285,2.934563171573344e-05,2.1204712112599017e-05,2.4059965196833937e-05,1.8528396764269256e-05,-8.341350814566638e-06,-4.332487298335098e-06,7.394301964127776e-05
0.03400000000000003,1095.9726000000003,1106.6390000000001,1122.5295083586163,1166.6375,5471.863200000001,5372.9268877672375,5678.362368942961,5494.412847400039,1878.6197000000002,738.4645713656779,2.9482163159402953e-05,2.118034368318276e-05,2.4008451404775058e-05,1.853407946259218e-05,-8.367146472182298e-06,-4.331868547284439e-06,7.391427035856492e-05
0.03500000000000003,1095.9726000000003,1107.9723000000001,1121.334782766667,1166.6375,5466.908700311819,5375.037358256932,5675.664875650846,5491.862700000001,1941.2848000000004,738.198966011247,2.961775037998347e-05,2.115634857724649e-05,2.3958137461417662e-05,1.8539769142498125e-05,-8.391940026271406e-06,-4.331004085149696e-06,7.388537395132664e-05
0.03600000000000003,1099.6846260036327,1113.3055000000002,1120.1158025791333,1170.16448134326,5467.691056633855,5376.2516786635415,5671.872775564679,5490.344898119708,2013.2830000000001,737.9011564230283,2.975237932240526e-05,2.11327813532106e-05,2.3909111578669333e-05,1.85454657833493e-05,-8.415722979136334e-06,-4.329852827767374e-06,7.38564035669688e-05
0.03700000000000003,1098.8488485108978,1109.3056000000001,1118.997275127812,1174.1152504221081,5467.8633,5377.594210583327,5666.595211712781,5484.939321241538,2073.2815000000005,741.4213140381783,2.988603593159848e-05,2.1109696569495526e-05,2.3861461968437677e-05,1.855116936450787e-05,-8.438486833079439e-06,-4.328373690973979e-06,7.382743235289735e-05
0.038000000000000034,1098.6392,1110.6389000000001,1114.8626482234117,1175.82938532056,5467.8633,5378.532200000001,5662.080716567089,5481.706615916077,2143.9464,740.1158331703413,3.0018706152493406e-05,2.1087148784521663e-05,2.381527684263027e-05,1.8556879865336036e-05,-8.460223090403093e-06,-4.326525590606016e-06,7.379853060217683e-05
0.039000000000000035,1100.6394235184475,1119.9720000000002,1110.12689085497,1175.2360314354835,5468.420091396453,5378.856857065253,5658.876050170778,5478.2494469184485,2226.6110000000003,741.9608314932156,3.015037593002019e-05,2.1065192556709434e-05,2.377064441315473e-05,1.8562597265195976e-05,-8.480923253409652e-06,-4.324267442499994e-06,7.376855688862173e-05
0.040000000000000036,1104.3365564631833,1114.6388,1110.071565988464,1173.7227691587082,5471.5908104565215,5384.299924496957,5656.511713783032,5473.1965,2294.6093000000005,743.9814000000001,3.028103120910911e-05,2.1043882444479246e-05,2.3727652891918628e-05,1.856832154344987e-05,-8.500578824401487e-06,-4.321558162492416e-06,7.373657123731148e-05
0.041000000000000036,1104.5308080018547,1114.6388,1109.7562826734516,1174.49452276033,5472.601238619836,5386.7727130129,5653.624326346043,5472.877038042432,2374.6073,740.7972351723654,3.0410657934690316e-05,2.1023273006251525e-05,2.3686390490829582e-05,1.8574052679459917e-05,-8.519181305680954e-06,-4.318356666419789e-06,7.370262497660392e-05
0.04200000000000004,1102.1529379783822,1122.6386,1106.9625558030539,1175.2714866160695,5474.482495261285,5389.335169071827,5648.565013672948,5467.897895053626,2461.2718000000004,741.7676931785246,3.053924205169408e-05,2.100341880044667e-05,2.364694542179517e-05,1.8579790652588295e-05,-8.536722199550426e-06,-4.314621870118619e-06,7.366676943485688e-05
0.04300000000000004,1100.9472513727578,1119.9720000000002,1104.4701899640536,1172.8481391404912,5480.457338935095,5391.883858428397,5644.8831097937355,5469.183674626156,2535.9366,742.2339112393649,3.066676950505057e-05,2.098437438548511e-05,2.3609405896722995e-05,1.858553544219719e-05,-8.553193008312257e-06,-4.310312689425412e-06,7.362905594042818e-05
0.04400000000000004,1100.156589937533,1122.6386,1102.3045166576076,1171.6485402586131,5481.522150558706,5393.159793781877,5641.1586557710425,5465.2437655848835,2625.2677000000003,737.2828763583755,3.079322623969004e-05,2.0966194319787236e-05,2.3573860127520643e-05,1.859128702764879e-05,-8.568585234268824e-06,-4.305388040176674e-06,7.358953582167563e-05
0.04500000000000004,1104.0773852574139,1129.3051000000003,1101.1258373558835,1170.8012782614821,5483.450064891555,5394.391635797746,5638.6710987922515,5458.90996612728,2722.5986000000003,736.712637346939,3.091859820054266e-05,2.0948933161773493e-05,2.354039632609572e-05,1.8597045388305275e-05,-8.582890379722476e-06,-4.299806838208912e-06,7.354826040695713e-05
0.04600000000000004,1105.2509526796239,1129.3051000000003,1099.9725,1174.633842047808,5487.8628,5399.157330566695,5636.264068116894,5453.734226473925,2810.5964,735.885545131064,3.10428713325387e-05,2.0932645469864263e-05,2.3509102704355804e-05,1.8602810503528837e-05,-8.596099946975587e-06,-4.2935279993586304e-06,7.350528102463043e-05
0.04700000000000004,1107.7273720222752,1134.6383,1099.9725,1173.3727222700054,5487.932710529083,5406.816113018832,5631.476261084541,5449.854290664142,2913.2605000000003,735.0717666675689,3.116603158060831e-05,2.0917385802479986e-05,2.348006747420851e-05,1.8608582352681657e-05,-8.608205438330516e-06,-4.286510439462337e-06,7.346064900305341e-05
0.04800000000000004,1109.0469309225214,1141.3048000000001,1098.7053676872158,1172.1504532239148,5491.954628603597,5412.222208758448,5627.394228424356,5445.97161221675,3018.5912000000003,738.9716900908385,3.128806488968178e-05,2.090320871804106e-05,2.3453378847561416e-05,1.8614360915125926e-05,-8.619198356089632e-06,-4.278713074356535e-06,7.341441567058388e-05
0.049000000000000044,1110.4448386574538,1138.6382,1098.6392,1170.7526572506506,5494.407232447663,5417.231395010186,5624.838880674311,5443.101797157861,3114.5888,739.3183669092788,3.1408957204689245e-05,2.0890168774967907e-05,2.342912503632213e-05,1.862014617022382e-05,-8.629070202555295e-06,-4.270094819877733e-06,7.336663235557969e-05
0.050000000000000044,1110.6389000000001,1145.3047000000001,1100.709612556529,1172.7078125565376,5500.597053628794,5423.147908364507,5619.899459684374,5441.600012650073,3225.2527000000005,737.7020774823537,3.152869447056099e-05,2.087832053168093e-05,2.3407394252398233e-05,1.8625938097337538e-05,-8.637812480029872e-06,-4.260614591862435e-06,7.331735038639861e-05
0.051000000000000045,1111.3746056140849,1154.6378000000002,1098.665422823283,1172.6171431714283,5505.901938555759,5432.638314708816,5614.084642784083,5440.485818347737,3334.5833000000007,741.4542722913233,3.164726263222716e-05,2.0867718546600555e-05,2.338827470769733e-05,1.863173667582925e-05,-8.645416690815722e-06,-4.25023130614715e-06,7.326662109139855e-05
0.052000000000000046,1111.9722000000002,1157.3044,1097.3059,1171.099651953443,5508.573091228747,5441.077781488984,5609.966137352284,5437.0640133308825,3439.914,742.1325490692878,3.176464763461804e-05,2.085841737814719e-05,2.3371854614127008e-05,1.863754188506116e-05,-8.651874337215214e-06,-4.23890387856838e-06,7.321449579893729e-05
0.05300000000000005,1112.2015653013414,1163.9709000000003,1096.7640285703224,1170.6374,5512.315183427824,5449.339674012244,5605.00541063587,5432.295389627604,3565.2442,741.3167910204393,3.1880835422663786e-05,2.085047158474125e-05,2.3358222183594872e-05,1.8643353704395438e-05,-8.657176921530705e-06,-4.226591224962635e-06,7.316102583737267e-05
