t_s,pivc_mmhg,psvc_mmhg,prpa_mmhg,qrpa_ml_per_s,plpa_mmhg,qlpa_ml_per_s
0.19,9.426535663391583,9.448886222155553,9.241731043276081,28.8443,8.332108302707567,16.670399999999997
0.191,9.423310582764568,9.4537613440336,9.246006150153752,28.869,8.334433360834021,16.6798
0.192,9.420010500262507,9.458486462161552,9.250131253281332,28.8932,8.336758418960473,16.6894
0.193,9.41656041401035,9.46313657841446,9.254181354533861,28.9166,8.33923348083702,16.6994
0.194,9.413110327758194,9.467711692792319,9.258006450161252,28.9391,8.341708542713567,16.7095
0.195,9.409735243381084,9.472211805295132,9.261681542038549,28.9603,8.344183604590114,16.7197
0.196,9.406285157128927,9.476561914047851,9.265131628290707,28.9802,8.34665866646666,16.7299
0.197,9.40291007275182,9.480837020925522,9.268281707042675,28.9985,8.349133728343208,16.740099999999998
0.198,9.399609990249756,9.484962124053101,9.271131778294455,29.0151,8.351608790219755,16.7501
0.199,9.396459911497786,9.48908722718068,9.27368184204605,29.03,8.353933848346207,16.7598
0.2,9.393309832745818,9.493062326558164,9.275931898297456,29.043,8.356258906472661,16.769199999999998
0.201,9.390309757743942,9.496887422185553,9.277806945173628,29.054100000000002,8.358433960849021,16.7783
0.202,9.387459686492162,9.500712517812945,9.279381984549612,29.0634,8.36060901522538,16.787
0.203,9.384684617115427,9.50438760969024,9.28065701642541,29.0708,8.3625590639766,16.7952
0.20400000000000001,9.382059551488787,9.507987699692492,9.28163204080102,29.0763,8.364434110852772,16.8028
0.20500000000000002,9.379509487737192,9.511512787819695,9.28230705767644,29.0802,8.366159153978849,16.81
0.20600000000000002,9.377109427735693,9.514887872196804,9.282682067051676,29.082500000000003,8.367734193354833,16.8165
0.20700000000000002,9.37478436960924,9.518187954698867,9.282832070801769,29.0833,8.369159228980722,16.8226
0.20800000000000002,9.372534313357834,9.521338033450835,9.282757068926722,29.0829,8.370509262731566,16.828
0.209,9.370284257106427,9.524338108452712,9.282457061426536,29.0813,8.371634290857271,16.8329
0.21,9.368184204605114,9.527188179704492,9.2820820520513,29.0788,8.372684317107927,16.8372
0.211,9.366084152103802,9.529888247206179,9.281482037050925,29.0756,8.37358433960849,16.841
0.212,9.363984099602488,9.53228830720768,9.280882022050552,29.0719,8.374409360234004,16.8443
0.213,9.361884047101176,9.534538363459086,9.280207005175129,29.068,8.375084377109427,16.8472
0.214,9.35985899647491,9.536488412210304,9.27945698642466,29.0639,8.375609390234755,16.8496
0.215,9.357833945848645,9.538138453461336,9.278781969549238,29.06,8.376134403360084,16.8517
0.216,9.35580889522238,9.539563489087227,9.278181954548863,29.0564,8.376509412735317,16.8535
0.217,9.353783844596114,9.540538513462835,9.277656941423535,29.0532,8.376884422110553,16.855
0.218,9.351833795844897,9.541213530338258,9.277206930173254,29.0507,8.37718442961074,16.8564
