t_s,paao_mmhg,qaao_ml_per_s,pv_mmhg,vv_ml,pa_mmhg,va_ml,qpa_ml_per_s,qmv_mmhg,ev_mmhg_per_ml,ea_mmhg_per_ml,stateav,statemv
0.0,41.1971542818539,0.0,4.362207227999246,73.9504853105829,2.812203139721201,19.713335033861746,51.33404016636576,14.575552803273848,0.065,0.2007558466277561,6.2638073504987004e-18,0.3785057553100504
0.0010000000000000009,41.1872514756351,0.0,4.711365540427992,73.96421507781656,2.820026946668347,19.750708879471258,51.10361284316009,13.72976723364888,0.0687655815870801,0.20067330495410723,5.80235332627637e-18,0.3738122715647116
0.0020000000000000018,41.17735132722482,0.0,5.117505362900003,73.97693038266182,2.828337467279638,19.788860661552405,50.867086926404035,12.715304845253257,0.07425263206997383,0.2006000175286508,5.379061370106317e-18,0.36815622695646116
0.0030000000000000027,41.16745383590973,0.0,5.5647923369429675,73.98844091741238,2.837271002051672,19.827975509158804,50.625382356950965,11.510534750553523,0.08063607745916625,0.2005349225500962,4.99112512122895e-18,0.3614140556338895
0.0040000000000000036,41.157559000976704,0.0,6.044558067025109,73.99854635402438,2.8469030183905506,19.868249491622443,50.37941907565406,10.105436612015197,0.08766637427796828,0.20047708229506517,4.635730444848742e-18,0.35352793925412135
0.0050000000000000044,41.14766682171278,0.0,6.551122075392524,74.00704409864548,2.857288113147913,19.909881864024708,50.13011702336671,8.497744621102596,0.09520722165611292,0.20042566846495646,4.310181629969699e-18,0.34448425605580685
0.006000000000000005,41.13777729740522,0.0,7.080379661841611,74.01373540367383,2.8684664450436674,19.953068955137304,49.87839614094208,6.691305028348826,0.10316963854365982,0.20037994925820485,4.0119468467176705e-18,0.3343045148999868
0.007000000000000006,41.127890427341455,0.0,7.629173572757769,74.01843049821795,2.880465802471549,19.997999036962412,49.62517636923354,4.695094544123571,0.11148967429256601,0.20033927797058218,3.738673908614852e-18,0.32304002206204696
0.008000000000000007,41.118006210809114,0.0,8.194967234917176,74.02095296471819,2.8933024676058703,20.044847948111272,49.37137764909435,2.522466500236403,0.12011848341573803,0.20030308294683888,3.488192351262235e-18,0.31076784075901115
0.009000000000000008,41.10812464709601,0.0,8.77565647502612,74.02114342985426,2.906981747261612,20.09377540289658,49.1179199213777,0.19046513607139648,0.12901715566078242,0.20027085872601783,3.2585085657902054e-18,0.29758714546168746
0.010000000000000009,41.09824573549017,0.0,9.369452849798297,74.0188625729737,2.9214984948399825,20.14492198290407,48.86572312693699,-2.280856880554082,0.13815372826507236,0.20024215824015695,3.0477973168065476e-18,0.2836156081826588
0.01100000000000001,41.088369475279784,0.0,9.974807327872139,74.01399444998734,2.936837762222504,20.19840581309706,48.61570720662539,-4.868122986367014,0.1475013254467764,0.2002165859418611,2.8543914571615028e-18,0.2689856842153346
0.01200000000000001,41.07849586575325,0.0,10.590358406476929,74.0064499077238,2.9529731883109567,20.25431914746189,48.36879210129628,-7.54454226353281,0.15703693239803487,0.20019379175043372,2.676770885170655e-18,0.25384077974251085
0.013000000000000012,41.06862490619915,0.0,11.214895777171819,73.99616824797178,2.9698658229195205,20.31272670496572,48.12589775180284,-10.281659752026693,0.1667405506170151,0.20017346571900843,2.5135513677825116e-18,0.23833134119072544
0.014000000000000012,41.05875659590626,0.0,11.84733400719611,73.98311824886464,2.9874673593841767,20.37366464817185,47.88794409899844,-13.049999107132916,0.17659459461940158,0.20015533333651253,2.363473604411161e-18,0.2226109488134882
0.015000000000000013,41.04889093416355,0.0,12.486693136312375,73.96729857490355,3.0057210902223375,20.43714017321667,47.655851083736266,-15.819673961083978,0.1865834480110466,0.20013915138844188,2.2253927519397283e-18,0.20683252224684504
0.016000000000000014,41.03902792026018,0.0,13.132084102209829,73.94873761841596,3.024562938485791,20.503131668351124,47.43053864686969,-18.560956487583617,0.19669312851587425,0.20012470430944035,2.0982685360221143e-18,0.19114473535368798
0.017000000000000015,41.02916755348549,0.0,13.782697602967845,73.92749283396978,3.043922538548881,20.571589379526564,47.21292672925189,-21.244784446188625,0.20691102972834835,0.20011180096866482,1.9811560117222106e-18,0.17568873969031332
0.018000000000000016,41.01930983312903,0.0,14.437795443352245,73.90364964400983,3.0637243189002654,20.642436504758248,47.00393527173625,-23.84318995994657,0.21722571827760723,0.20010027183598486,1.873196996240857e-18,0.16059528483522906
0.019000000000000017,41.00945475848051,0.0,15.09670369814674,73.87732000761916,3.0838885382147674,20.715570625364087,46.80448421517595,-26.32963639066336,0.22762677189756134,0.2000899664833062,1.773612170419931e-18,0.1459823072994889
0.020000000000000018,40.999602328829866,0.0,15.758807219551715,73.84864075390605,3.104332227381808,20.79086537257762,46.61549350042435,-28.67925371310756,0.23810464827986486,0.20008075138081505,1.6816938291205912e-18,0.13195303950581572
0.02100000000000002,40.9897525434672,0.0,16.42354515102195,73.81777178630753,3.124969994290728,20.868172223244475,46.437883068334656,-30.868967598520054,0.2486505774882435,0.20007250795278972,1.5967992503658506e-18,0.1185946679972785
0.02200000000000002,40.979905401682814,0.0,17.090407206921824,73.78489426339975,3.145714655169458,20.947322319012024,46.27257285976022,-32.87752290778816,0.2592564726814487,0.2000651308618997,1.5183446472686734e-18,0.10597754715288334
0.02300000000000002,40.97006090276721,0.0,17.75893054817044,73.75020885494227,3.16647766641548,21.02812821028506,46.120482815554226,-34.68540845748427,0.2699148552573928,0.2000585264946686,1.4457996638487734e-18,0.09415495265339696
0.02400000000000002,40.960219046011055,0.0,18.428697135956334,73.71393415809186,3.1871693445917724,21.110385440012053,45.982532876570055,-36.27469685041887,0.2806187914963644,0.2000526116240829,1.3786823749203214e-18,0.08316333897196845
0.025000000000000022,40.95037983070523,0.0,19.09933148296622,73.67630533703742,3.207698880251467,21.193873904050157,45.8596429836609,-37.628821054443826,0.2913618384758321,0.20004731222823194,1.3165547506452743e-18,0.07302304823465702
0.026000000000000023,40.9405432561408,0.0,19.77049874680352,73.63757301849006,3.2279741744194372,21.27835895567519,45.7527330776801,-38.732318547354964,0.3021379975370725,0.20004256244641777,1.2590185476276836e-18,0.06373940460205313
0.027000000000000024,40.93070932160901,0.0,20.441903124435616,73.59800243398888,3.247901556022472,21.36359222921441,45.66268903805011,-39.570584501171005,0.3129416739603632,0.20003830365641315,1.2057115902449652e-18,0.05530411926718437
0.028000000000000025,40.920878026401304,0.0,21.113286509696426,73.55787274622455,3.267385468452768,21.44930299948933,45.58108251058785,-40.12968776433025,0.32376764178833944,0.20003448365851667,1.1563044080405355e-18,0.04769692635982697
0.029000000000000026,40.91104936980932,0.0,21.78442736747624,73.51747642928478,3.286326360361912,21.535199651732757,45.50033530366697,-40.396316939757995,0.33461101295218454,0.20003105595378215,1.1104971972736713e-18,0.0408873693375153
0.030000000000000027,40.901223351124884,0.0,22.455139757272914,73.47711849189568,3.3046209783897016,21.620978179309468,45.420590187615545,-40.35793738909726,0.34546721002066366,0.20002797910531736,1.0680170770198636e-18,0.03483665983415092
0.031000000000000028,40.891399969640005,0.0,23.12527240438377,73.43711524204647,3.322164641121751,21.706323419091436,45.34198993276152,-40.00324984920504,0.3563319420204172,0.20002521617288177,1.028615612455124e-18,0.02949953896737113
0.03200000000000003,40.881579224646885,0.0,23.79470766957159,73.39779219915184,3.338852785831932,21.79091113929551,45.264677309432955,-39.32304289464044,0.3672011828765981,0.20002273421218342,9.9206658008214e-19,0.024826078574271947
0.03300000000000003,40.87176111543792,0.0,24.463360210089114,73.35948068401389,3.3545837076162366,21.874411449521425,45.18879508795782,-38.31151513795492,0.3780711521025519,0.20002050383130368,9.581639516262474e-19,0.020763369289090946
0.03400000000000003,40.86194564130569,0.0,25.13117506382415,73.32251258762025,3.3692628040668144,21.95649403195372,45.114486038664154,-36.9680963936332,0.38893829743071645,0.200018498797583,9.26720075123574e-19,0.017257054714997107
0.03500000000000003,40.85213280154297,0.0,25.798124838577024,73.28721287989511,3.382808531096526,22.036835632610742,45.041892931879936,-35.29970772513935,0.39979927912791974,0.20001669568909433,8.975640333409433e-19,0.014252682630440317
0.03600000000000003,40.84232259544273,0.0,26.464205673433657,73.25388961934775,3.3951600355170735,22.115130051696042,44.971158537933206,-33.323260547364725,0.4106509557795175,0.20001507358552892,8.705401611305705e-19,0.011696855515308694
0.03700000000000003,40.83251502229811,0.0,27.12943169057023,73.22282160623178,3.4062860234862087,22.191100490439158,44.902425627151935,-31.06801311596399,0.4214903713604347,0.2000136137939328,8.455067046864906e-19,0.009538173165686514
0.038000000000000034,40.82271008140246,0.0,27.793827807523062,73.19424438969386,3.4161938602704804,22.264513543946936,44.83583696986416,-28.577216537914722,0.43231474343872245,0.20001229960527153,8.223346070227834e-19,0.007727969394426889
0.039000000000000035,40.812907772049314,0.0,28.457421053527753,73.16833602229642,3.4249372706818426,22.33519344668078,44.771535336397875,-25.90836739744491,0.44312145237996803,0.20001111607827543,8.009064054535099e-19,0.006220852522003609
0.040000000000000036,40.803108093532394,0.0,29.12023091562356,73.1452045796867,3.432620533423707,22.403034552787574,44.70966349708111,-23.131442609712437,0.45390803143973757,0.20001004984743434,7.811152285427906e-19,0.004975065403023358
0.041000000000000036,40.79331104514561,0.0,29.7822596599892,73.12487977007483,3.4393970462105603,22.468009726621702,44.65036422224184,-20.324809611885055,0.4646721576469341,0.20000908895237904,7.628638819890713e-19,0.003952685069432749
0.04200000000000004,40.78351662618305,0.0,30.443483898246,73.10731069240823,3.445460871939466,22.5301725845705,44.5937802822081,-17.569077666588136,0.4754116433941119,0.20000822268620924,7.460640151801482e-19,0.003119684751515941
0.04300000000000004,40.77372483593902,0.0,31.10384873541367,73.09237086116246,3.4510314192938716,22.589652470263577,44.54005444730788,-14.939831245769588,0.4861244286618712,0.2000074414606128,7.306353625119505e-19,0.0024458821854659828
0.04400000000000004,40.763935673708,0.0,31.763265531965075,73.07987017797696,3.4563333990750076,22.646642482936954,44.48932948786921,-12.50068318550623,0.4968085738138138,0.20000673668587196,7.165050556516445e-19,0.0019047979194544416
0.04500000000000004,40.75414913878465,0.0,32.421613657721544,73.06957204807819,3.4615758576420834,22.70138236100994,44.441748174220066,-10.298129898767762,0.5074622529065065,0.20000610066407298,7.036070043300213e-19,0.001473446035991505
0.04600000000000004,40.744365230463835,0.0,33.078745797741746,73.0612128454679,3.4669345923371715,22.75413901689691,44.397453276688495,-8.359202610281912,0.5180837474656719,0.2000055264940305,6.918813436734125e-19,0.0011320776128019752
0.04700000000000004,40.7345839480406,0.0,33.734495674759614,73.05452075936209,3.472541247731782,22.80518769056832,44.35658756560248,-6.692086105809604,0.5286714406856448,0.2000050079866101,6.812739455270109e-19,0.0008638946644807177
0.04800000000000004,40.72480529081019,0.0,34.388686716819215,73.04923167007205,3.478480300226297,22.85479607366965,44.31929381129004,-5.289089290038509,0.5392238120141148,0.20000453958928324,6.717359900130599e-19,0.0006547495367505738
0.049000000000000044,40.715029258068014,0.0,35.04114029106439,73.0451007601164,3.4847929293115785,22.90321269840937,44.28571478407916,-4.13090995564251,0.5497394320884874,0.2000041163188831,6.6322359224678e-19,0.0004928419900935432
0.050000000000000044,40.705255849109705,0.0,35.691682531091935,73.04190963495549,3.4914853452386985,22.950659816824576,44.25599325429789,-3.1911251609111235,0.5602169579939147,0.20000373370164795,6.55697478201369e-19,0.00036842364582274814
0.051000000000000045,40.695485063231054,0.0,36.340149300766804,73.03946950407006,3.498538834378642,22.997330219702285,44.2302719922742,-2.4401308854354635,0.570655128816288,0.20000338771974213,6.491227034385652e-19,0.00027351713347536057
0.052000000000000046,40.68571689972806,0.0,36.986389282009384,73.03762136101274,3.5059193450694295,23.04338705652793,44.20869376833612,-1.8481430573089612,0.5810527614663019,0.20000307476353754,6.434684087895383e-19,0.00020165518824751346
0.05300000000000005,40.6759513578969,0.0,37.63026545784993,73.03623416378183,3.513585353698571,23.088965655111657,44.19140135281165,-1.3871972309169445,0.5914087467531575,0.20000279158901962,6.387076078780091e-19,0.00014764310450552273
0.05400000000000005,40.66618843703395,0.0,38.27165538224453,73.0352018822699,3.5214935889705297,23.13417647413962,44.178537516028804,-1.0322815119308881,0.6017220456886361,0.2000025352797536,6.348170023668755e-19,0.00010734636397753308
0.05500000000000005,40.65642813643577,0.0,38.91045063016793,73.03444006640476,3.5296027473971647,23.179108535033073,44.17024502831558,-0.761815865139994,0.6119916860041719,0.20000230321291057,6.317768217750559e-19,7.750393584842144e-05
0.05600000000000005,40.64667045539911,0.0,39.5465557600955,73.03388237522509,3.537875596377198,23.223832892872743,44.16666666,-0.5576911796691084,0.6222167588652159,0.2000020930289091,6.295706855354546e-19,5.556669613186926e-05
0.05700000000000005,40.6369153932209,0.0,40.1798870386572,73.03347733122521,3.5462799179072806,23.264404603542616,40.16666667,-0.4050439998717459,0.6323964157686768,0.2000019026042779,6.281854856096748e-19,3.955962902173324e-05
0.05800000000000005,40.62716294919828,0.0,40.81037109892993,73.0331854357666,3.5539881876788466,23.304888112044633,40.191613043409376,-0.29189545860955385,0.6425298656105161,0.20000173002738914,6.276112884519768e-19,2.7965933762334904e-05
0.05900000000000005,40.61741312262855,0.0,41.437943640249976,73.03297669565421,3.5617826941731834,23.345314678129824,40.21782597280448,-0.20874011238877818,0.652616371911751,0.2000015735767513,0.0007328325989265927,1.9630657468573033e-05
0.06000000000000005,40.60766591280922,0.00015915447997585195,42.062548230603,73.03282840012002,3.5696449467391074,23.385708091073266,40.2452765637385,-0.14813637970464166,0.6626552501921492,0.2000014317015844,0.004012549423365396,1.3682385934517219e-05
0.061000000000000054,40.59794485412486,0.0017042934434277114,42.68413418269725,73.0327223653413,3.5775602656632395,23.42608635748031,40.273935921764654,-0.10433048528169833,0.672645865481823,0.2000013030044318,0.009808727545719213,9.468987866758252e-06
0.062000000000000055,40.588431404992555,0.00712037080518873,43.30264931123479,73.03264232177419,3.585517172885798,23.466463055829045,40.3037751524361,-0.07292319629877482,0.682587629961759,0.20000118622558966,0.01807163340907775,6.506590475311213e-06
0.06300000000000006,40.579493383725435,0.020102860447063626,43.91803657072846,73.03257163262413,3.593506816749354,23.50684840747996,40.334765361306054,-0.05058628961209761,0.6924800007250642,0.200001080229159,0.028732303630070826,4.439205565886746e-06
0.06400000000000006,40.57167825088614,0.0454914083924972,44.53023217036172,73.032491314072,3.601522461730749,23.547250112277617,40.36687765392769,-0.034827143730294,0.7023224776513664,0.2000009839905473,0.04170278023195863,3.0071345504817074e-06
0.06500000000000006,40.565703607608505,0.08918347740381086,45.139163929438325,73.03237833347522,3.6095590507984,23.587673992532853,40.40008313585419,-0.023797119382623452,0.712114601387418,0.200000896585265,0.05687666509329997,2.022509453910025e-06
0.06600000000000006,40.56244471822493,0.15802740480703903,45.7447498975297,73.03220416787568,3.6176128395704237,23.628124483640235,40.43435291263876,-0.016138194744832718,0.7218559514274854,0.20000081717887913,0.07413001369645042,1.350557306036448e-06
0.06700000000000006,40.56291896643588,0.2596951028307685,46.34689726197496,73.03193361073193,3.6256810968079276,23.668605003770992,40.469658089834596,-0.010862040923023505,0.7315461442875999,0.20000074501800202,0.0933225769979853,8.953964041482424e-07
0.06800000000000006,40.56826727366606,0.40253553582057655,46.945501562752916,73.0315310751961,3.6337618635447613,23.709110973543986,40.50596977299486,0.0,0.7411848317681871,0.2000006794222052,0.11429938714078113,5.893770174671998e-07
0.06900000000000006,40.57973264215041,0.5954110636602082,47.540451746923154,73.03093566413244,3.641832492436819,23.749654232611658,40.543259067672764,0.0,0.7507716992999953,0.20000061977676145,0.13689266841354533,3.851614657453197e-07
0.07000000000000006,40.59863612680167,0.847519888207682,48.13161174521396,73.03008814424423,3.6499402664115452,23.79023572969108,40.581497079421496,0.0,0.7603064643686106,0.2000005655261279,0.16092405918331837,2.4989701345529037e-07
0.07100000000000006,40.62635071013104,1.1682077501360715,48.71884126843792,73.02891993649409,3.658055765184636,23.830856384604875,40.62065491379424,0.0,0.7697888750131765,0.20000051616809247,0.18620701359999203,1.6097031860687362e-07
0.07200000000000006,40.664273542100155,1.5667746149127602,49.301988360269455,73.02735316187918,3.6661791657259752,23.87151708828122,40.66070367634419,0.0,0.7792187083952407,0.20000047124851464,0.21254946183542572,1.0294272661379624e-07
0.07300000000000006,40.71379739078562,2.0522808685841274,49.880890290146695,73.0253008810106,3.6743106398788496,23.912218702753844,40.70161447262453,0.0,0.7885957694339361,0.20000043035659845,0.23975655456374384,6.535972957609018e-08
0.07400000000000007,40.776281971083954,2.6333586595203347,50.45537471800402,73.02266752235107,3.6824503542974045,23.952962061162033,40.743358408188456,0.0,0.7979198895039428,0.20000039312064274,0.26763344372552184,4.119933317146955e-08
