t_s,paao_mmhg,parch_mmhg,pdao_mmhg,qdao_ml_per_s
0.0,43.85577139428485,43.894022350558764,43.723393084827116,-5.02285
0.0010000000000000009,43.818345458636465,43.88449711242781,43.71641791044776,-5.019909999999999
0.0020000000000000018,43.774844371109275,43.87054676366909,43.71146778669466,-5.00911
0.0030000000000000027,43.72519312982824,43.85164629115727,43.70869271731793,-4.9897800000000005
0.0040000000000000036,43.66969174229355,43.82749568739219,43.7081677041926,-4.9615800000000005
0.0050000000000000044,43.608715217880444,43.79771994299857,43.70989274731868,-4.92456
0.006000000000000005,43.542488562214054,43.76209405235131,43.71386784669616,-4.87915
0.007000000000000006,43.4716867921698,43.72054301357534,43.719792994824864,-4.82617
0.008000000000000007,43.39683492087302,43.672991824795616,43.7273681842046,-4.7668099999999995
0.009000000000000008,43.318682967074174,43.61959048976224,43.73614340358509,-4.702649999999999
0.010000000000000009,43.2377559438986,43.56041401035025,43.74581864546613,-4.6355900000000005
0.01100000000000001,43.15502887572189,43.4958373959349,43.75564389109727,-4.56783
0.01200000000000001,43.07102677566939,43.426310657766436,43.76509412735318,-4.50179
0.013000000000000012,42.9867246681167,43.35220880522012,43.77341933548339,-4.4400900000000005
0.014000000000000012,42.9027225680642,43.27405685142128,43.779944498612466,-4.38542
0.015000000000000013,42.819695492387304,43.192604815120376,43.783994599865,-4.340529999999999
0.016000000000000014,42.738393459836495,43.108377709442735,43.784894622365556,-4.30809
0.017000000000000015,42.65926648166204,43.02220055501387,43.78181954548864,-4.2906699999999995
0.018000000000000016,42.582764569114225,42.93482337058426,43.77431935798395,-4.29061
0.019000000000000017,42.50941273531838,42.846846171154276,43.76179404485112,-4.30999
0.020000000000000018,42.439360984024596,42.75901897547438,43.74364359108977,-4.35056
0.02100000000000002,42.372909322733065,42.67209180229506,43.71971799294982,-4.41369
0.02200000000000002,42.30998274956873,42.58666466661666,43.689567239180974,-4.50029
0.02300000000000002,42.25065626640666,42.50333758343958,43.65319132978324,-4.6108400000000005
0.02400000000000002,42.19485487137178,42.4225605640141,43.610440261006524,-4.74535
0.025000000000000022,42.14227855696392,42.34493362334058,43.56153903847596,-4.90334
0.026000000000000023,42.092777319432976,42.270681767044174,43.50671266781669,-5.08385
0.027000000000000024,42.04590114752868,42.20010500262506,43.446186154653866,-5.2855
0.028000000000000025,42.001425035625886,42.13335333383334,43.38055951398785,-5.506460000000001
0.029000000000000026,41.95882397059926,42.07050176254406,43.310282757068926,-5.74456
0.030000000000000027,41.917872946823664,42.01155028875721,43.23603090077251,-5.9972900000000005
0.031000000000000028,41.87804695117378,41.95649891247281,43.158553963849094,-6.26187
0.03200000000000003,41.83919597989949,41.90504762619065,43.078601965049124,-6.53533
0.03300000000000003,41.80087002175054,41.8571214280357,42.996924923123075,-6.81459
0.03400000000000003,41.76291907297682,41.812345308632715,42.914422860571506,-7.09649
0.03500000000000003,41.72519312982824,41.77049426235656,42.831845796144904,-7.37789
0.03600000000000003,41.687617190429755,41.73126828170704,42.750018750468755,-7.65577
0.03700000000000003,41.650341258531455,41.69429235730893,42.66969174229355,-7.927249999999999
0.038000000000000034,41.613365334133356,41.65941648541213,42.59153978849471,-8.18969
0.039000000000000035,41.57691442286057,41.62619065476637,42.51623790594764,-8.44074
0.040000000000000036,41.541438535963394,41.594539863496585,42.44423610590265,-8.6784
0.041000000000000036,41.507312682817066,41.564314107852695,42.37605940148503,-8.901060000000001
0.04200000000000004,41.47498687467186,41.53528838220955,42.31193279831995,-9.107520000000001
0.04300000000000004,41.44506112652816,41.50761269031725,42.25223130578264,-9.29704
0.04400000000000004,41.41813545338633,41.48121203030075,42.19687992199805,-9.46934
0.04500000000000004,41.3948848721218,41.456311407785186,42.145953648841214,-9.62455
0.04600000000000004,41.37590939773494,41.43306082652066,42.09922748068701,-9.76326
0.04700000000000004,41.36203405085127,41.41183529588239,42.05662641566039,-9.88644
0.04800000000000004,41.35378384459611,41.39293482337058,42.017700442511064,-9.99539
0.049000000000000044,41.35175879396985,41.3768094202355,41.982149553738836,-10.0917
0.050000000000000044,41.356633915847894,41.36383409585239,41.9494487362184,-10.1772
0.051000000000000045,41.368709217730434,41.35468386709667,41.91907297682442,-10.2539
0.052000000000000046,41.38843471086776,41.34973374334358,41.890572264306606,-10.323799999999999
0.05300000000000005,41.41611040276007,41.34950873771844,41.86334658366459,-10.3888
0.05400000000000005,41.45188629715742,41.35460886522163,41.837020925523134,-10.4509
0.05500000000000005,41.4956873921848,41.365409135228376,41.811070276756915,-10.5119
0.05600000000000005,41.54751368784219,41.38243456086402,41.785119627990696,-10.5731
0.05700000000000005,41.60714017850446,41.405985149628734,41.75894397359934,-10.635800000000001
0.05800000000000005,41.674116852921316,41.436360909022724,41.7321683042076,-10.7008
0.05900000000000005,41.74806870171754,41.47386184654616,41.70479261981549,-10.7684
0.06000000000000005,41.828470711767785,41.51848796219905,41.67674191854796,-10.8387
0.061000000000000054,41.914647866196646,41.57038925973149,41.648166204155096,-10.9112
0.062000000000000055,42.00585014625366,41.62934073351833,41.6193654841371,-10.985000000000001
0.06300000000000006,42.101477536938425,41.69526738168454,41.590489762244054,-11.0588
0.06400000000000006,42.200630015750384,41.76786919672991,41.56213905347633,-11.1309
0.06500000000000006,42.30278256956423,41.84669616740418,41.534763369084224,-11.1992
0.06600000000000006,42.40711017775444,41.93144828620715,41.5089627240681,-11.2615
0.06700000000000006,42.51301282532063,42.0214505362634,41.48541213530338,-11.3151
0.06800000000000006,42.61989049726243,42.11625290632265,41.46478661966549,-11.3573
0.06900000000000006,42.727443186079654,42.21525538138453,41.44791119777994,-11.385299999999999
0.07000000000000006,42.8353708842721,42.31778294457361,41.43538588464711,-11.3964
0.07100000000000006,42.94344858621465,42.42338558463962,41.42803570089252,-11.387699999999999
0.07200000000000006,43.05167629190729,42.53138828470711,41.426535663391576,-11.3568
0.07300000000000006,43.16027900697517,42.64141603540088,41.43141078526963,-11.3013
0.07400000000000007,43.26963174079352,42.75301882547063,41.44318607965199,-11.219199999999999
0.07500000000000007,43.38025950648766,42.865896647416186,41.46238655966399,-11.109
0.07600000000000007,43.492762319057974,42.979824495612384,41.48931223280582,-10.969600000000002
0.07700000000000007,43.60811520288007,43.09480237005925,41.52403810095252,-10.800400000000002
0.07800000000000007,43.72721818045451,43.21090527263181,41.56663916597915,-10.601099999999999
0.07900000000000007,43.85112127803195,43.328283207080176,41.61711542788569,-10.3724
0.08000000000000007,43.98117452936323,43.44738618465461,41.675166879171975,-10.1153
0.08100000000000007,44.11857796444911,43.568814220355506,41.74041851046276,-9.83111
0.08200000000000007,44.26460661516538,43.693167329183225,41.81242031050776,-9.522
0.08300000000000007,44.42076051901297,43.82119552988824,41.89049726243156,-9.19033
0.08400000000000007,44.588164704117595,43.954023850596265,41.974049351233774,-8.838849999999999
0.08500000000000008,44.768244206105145,44.092552313807836,42.0622515562889,-8.470519999999999
0.08600000000000008,44.96212405310133,44.238055951398785,42.15435385884646,-8.08846
0.08700000000000008,45.17085427135678,44.391584789619735,42.249456236405905,-7.6957699999999996
0.08800000000000008,45.39548488712217,44.5545638640966,42.346958673966846,-7.29548
0.08900000000000008,45.636765919147976,44.72811820295507,42.446036150903765,-6.89035
0.09000000000000008,45.895297382434556,44.913522838070946,42.546088652216305,-6.48284
0.09100000000000008,46.1715292882322,45.11212780319508,42.64651616290407,-6.07492
0.09200000000000008,46.465611640291,45.324908122703064,42.74701867546688,-5.66805
0.09300000000000008,46.777619440486006,45.55291382284557,42.8473711842796,-5.263039999999999
0.09400000000000008,47.10717767944198,45.79719492987324,42.94749868746718,-4.860040000000001
0.09500000000000008,47.453986349658734,46.05835145878647,43.04762619065476,-4.4584600000000005
0.09600000000000009,47.81737043426085,46.33705842646066,43.14797869946748,-4.0569500000000005
0.09700000000000009,48.19642991074776,46.63369084227105,43.24915622890572,-3.65343
0.09800000000000009,48.59018975474386,46.948473711842794,43.3518337958449,-3.2450599999999996
0.09900000000000009,48.99752493812345,47.281332033300835,43.45698642466061,-2.8283500000000004
0.10000000000000009,49.417085427135675,47.632115802895065,43.565589139728495,-2.3991200000000004
0.10100000000000009,49.84744618615465,48.000300007500186,43.67899197479937,-1.9526799999999997
0.10200000000000009,50.28725718142953,48.3852846321158,43.79854496362409,-1.48382
0.10299999999999998,50.734943373584336,48.7862446561164,43.9255981399535,-0.987011
0.10399999999999998,51.18892972324308,49.20205505137628,44.06172654316357,-0.456441
0.10499999999999998,51.64771619290482,49.63151578789469,44.20850521263031,0.113805
0.10599999999999998,52.10980274506862,50.07342683567089,44.36743418585464,0.729626
0.10699999999999998,52.57383934598364,50.52613815345383,44.54008850221255,1.39676
0.10799999999999998,53.03840096002399,50.988299707492686,44.72781819545489,2.12062
0.10899999999999999,53.502212555313875,51.45818645466136,44.93204830120752,2.90618
0.10999999999999999,53.96422410560264,51.93422335558389,45.15390384759618,3.75779
0.11099999999999999,54.42346058651466,52.41468536713417,45.39428485712143,4.67908
0.11199999999999999,54.87894697367434,52.89807245181129,45.65409135228381,5.67277
0.11299999999999999,55.33000825020625,53.38273456836421,45.933698342458555,6.74064
0.11399999999999999,55.775969399234974,53.86709667741693,46.23348083702093,7.88338
0.11499999999999999,56.21653041326033,54.34988374709367,46.553213830345754,9.10055
0.11599999999999999,56.65124128103202,54.82967074176854,46.892597314932864,10.3905
0.11699999999999999,57.07987699692492,55.30525763144078,47.250956273906844,11.7506
0.118,57.50228755718892,55.77566939173479,47.62731568289207,13.1768
0.119,57.91862296557414,56.23993099827495,48.02047551188779,14.6642
0.12,58.328733218330456,56.69714242856071,48.428860721518035,16.206799999999998
0.121,58.732843321083024,57.146778669466734,48.85082127053175,17.7981
0.122,59.131103277581936,57.58823970599264,49.2843321083027,19.4305
0.123,59.52358808970224,58.02107552688817,49.72751818795469,21.0962
0.124,59.91059776494412,58.44506112652815,50.17820445511138,22.787100000000002
0.125,60.29220730518263,58.86012150303757,50.63414085352134,24.494999999999997
0.126,60.668566714167845,59.26603165079126,51.093377334433356,26.2116
0.127,61.039825995649885,59.66294157353933,51.553663841596034,27.9293
0.128,61.405985149628734,60.050926273156826,52.013200330008246,29.6405
0.129,61.767119177979446,60.43013575339383,52.47011175279382,31.3385
0.13,62.12315307882696,60.80087002175054,52.92274806870171,33.0173
0.131,62.47401185029625,61.16327908197704,53.36968424210605,34.671600000000005
0.132,62.81947048676216,61.51773794344858,53.809795244881116,36.296800000000005
0.133,63.15945398634965,61.86454661366533,54.242106052651316,37.889599999999994
