time_s,upper_body_arterial_pressure_mmHg,upper_body_venous_pressure_mmHg,lower_body_arterial_pressure_mmHg,lower_body_venous_pressure_mmHg
5.928,26.791505,6.065845,30.322933,23.876528
5.929,26.786496,6.066317,30.315156,23.872114
5.93,26.781521,6.066789,30.307362,23.867686
5.931,26.776585,6.067261,30.299558,23.863246
5.932,26.771688,6.067732,30.291751,23.858792
5.933,26.766833,6.068202,30.28395,23.854324
5.934,26.762022,6.068672,30.276161,23.849844
5.935,26.757254,6.069142,30.268394,23.845352
5.936,26.752532,6.069611,30.260653,23.840847
5.937,26.747854,6.07008,30.252948,23.836331
5.938,26.743221,6.070548,30.245284,23.831803
5.939,26.738631,6.071016,30.237666,23.827264
5.94,26.734083,6.071483,30.230102,23.822716
5.941,26.729577,6.07195,30.222594,23.818158
5.942,26.72511,6.072416,30.215146,23.813591
5.943,26.72068,6.072882,30.207762,23.809016
5.944,26.716286,6.073347,30.200444,23.804433
5.945,26.711926,6.073812,30.193192,23.799844
5.946,26.707598,6.074277,30.186007,23.795248
5.947,26.7033,6.074741,30.178889,23.790647
5.948,26.69903,6.075205,30.171836,23.786041
5.949,26.694786,6.075668,30.164846,23.781432
5.95,26.690568,6.076131,30.157917,23.776818
5.951,26.686374,6.076593,30.151047,23.772202
5.952,26.682202,6.077055,30.144231,23.767583
5.953,26.678053,6.077516,30.137467,23.762963
5.954,26.673924,6.077977,30.13075,23.758341
5.955,26.669816,6.078438,30.124078,23.753718
5.956,26.665728,6.078898,30.117447,23.749094
5.957,26.661661,6.079358,30.110853,23.74447
5.958,26.657613,6.079817,30.104293,23.739847
5.959,26.653584,6.080276,30.097766,23.735223
5.96,26.649575,6.080734,30.091268,23.730601
5.961,26.645586,6.081192,30.084797,23.725979
5.962,26.641615,6.08165,30.078354,23.721359
5.963,26.637664,6.082107,30.071936,23.71674
5.964,26.633731,6.082563,30.065544,23.712122
5.965,26.629816,6.083019,30.059178,23.707506
5.966,26.625919,6.083475,30.052838,23.702893
5.967,26.622038,6.08393,30.046525,23.698281
5.968,26.618172,6.084385,30.040241,23.693672
5.969,26.614321,6.08484,30.033986,23.689066
5.97,26.610482,6.085294,30.027763,23.684462
5.971,26.606655,6.085747,30.021572,23.679862
5.972,26.602837,6.0862,30.015415,23.675265
5.973,26.599028,6.086653,30.009292,23.670672
5.974,26.595224,6.087105,30.003206,23.666083
5.975,26.591426,6.087557,29.997156,23.661498
5.976,26.58763,6.088008,29.991143,23.656918
5.977,26.583836,6.088459,29.985166,23.652342
5.978,26.580041,6.08891,29.979225,23.647772
5.979,26.576246,6.08936,29.973317,23.643206
5.98,26.572448,6.08981,29.967442,23.638647
5.981,26.568647,6.090259,29.961597,23.634093
5.982,26.564843,6.090707,29.95578,23.629545
5.983,26.561035,6.091156,29.949987,23.625003
5.984,26.557224,6.091604,29.944216,23.620468
5.985,26.55341,6.092051,29.938463,23.615938
5.986,26.549593,6.092498,29.932725,23.611416
5.987,26.545776,6.092945,29.926997,23.606899
5.988,26.541958,6.093391,29.921278,23.602389
5.989,26.538142,6.093836,29.915563,23.597886
5.99,26.534328,6.094281,29.909851,23.593389
5.991,26.53052,6.094726,29.904138,23.588898
5.992,26.526717,6.095171,29.898423,23.584413
5.993,26.522922,6.095614,29.892704,23.579935
5.994,26.519136,6.096058,29.886982,23.575462
5.995,26.515361,6.096501,29.881255,23.570996
5.996,26.511596,6.096943,29.875524,23.566535
5.997,26.507843,6.097386,29.86979,23.56208
5.998,26.504102,6.097827,29.864055,23.557631
5.999,26.500372,6.098268,29.858321,23.553187
6.0,26.496653,6.098709,29.852591,23.548748
6.001,26.492943,6.09915,29.846868,23.544315
6.002,26.48924,6.09959,29.841154,23.539887
6.003,26.485542,6.100029,29.835453,23.535465
6.004,26.481846,6.100468,29.829768,23.531049
6.005,26.478148,6.100907,29.824102,23.526638
6.006,26.474444,6.101345,29.818458,23.522232
6.007,26.470729,6.101783,29.812837,23.517833
6.008,26.467,6.10222,29.807241,23.51344
6.009,26.463251,6.102657,29.801672,23.509053
6.01,26.459476,6.103093,29.796128,23.504672
6.011,26.45567,6.103529,29.79061,23.500298
6.012,26.451828,6.103965,29.785114,23.49593
6.013,26.447945,6.1044,29.779639,23.49157
6.014,26.444015,6.104834,29.77418,23.487216
6.015,26.440034,6.105269,29.768732,23.482868
6.016,26.435996,6.105702,29.763289,23.478528
6.017,26.431899,6.106136,29.757845,23.474195
6.018,26.427738,6.106569,29.752392,23.469868
6.019,26.423511,6.107001,29.746923,23.465548
6.02,26.419214,6.107433,29.741427,23.461234
6.021,26.414846,6.107864,29.735897,23.456926
6.022,26.410407,6.108295,29.730324,23.452623
6.023,26.405895,6.108726,29.724698,23.448325
6.024,26.401312,6.109156,29.71901,23.444031
6.025,26.396656,6.109586,29.713253,23.439741
6.026,26.391931,6.110015,29.707417,23.435454
6.027,26.387137,6.110444,29.701496,23.43117
6.028,26.382278,6.110872,29.695484,23.426886
6.029,26.377355,6.1113,29.689375,23.422603
6.03,26.372372,6.111728,29.683164,23.41832
6.031,26.367333,6.112155,29.676848,23.414035
6.032,26.36224,6.112581,29.670425,23.409748
6.033,26.357097,6.113007,29.663895,23.405458
6.034,26.351907,6.113433,29.657257,23.401163
6.035,26.346675,6.113858,29.650512,23.396864
6.036,26.341403,6.114282,29.643663,23.392558
6.037,26.336094,6.114706,29.636714,23.388245
6.038,26.330751,6.11513,29.629669,23.383925
6.039,26.325378,6.115553,29.622532,23.379596
6.04,26.319975,6.115976,29.615309,23.375259
6.041,26.314546,6.116398,29.608006,23.370911
6.042,26.309091,6.11682,29.60063,23.366553
6.043,26.303613,6.117241,29.593187,23.362184
6.044,26.298113,6.117662,29.585683,23.357804
6.045,26.292592,6.118082,29.578124,23.353412
6.046,26.287051,6.118502,29.570517,23.349008
6.047,26.281492,6.118922,29.562865,23.344592
6.048,26.275914,6.119341,29.555175,23.340163
6.049,26.27032,6.119759,29.54745,23.335722
6.05,26.264712,6.120177,29.539694,23.331267
6.051,26.25909,6.120595,29.531908,23.3268
6.052,26.253457,6.121012,29.524096,23.32232
6.053,26.247814,6.121429,29.516258,23.317826
6.054,26.242166,6.121845,29.508395,23.31332
6.055,26.236515,6.12226,29.500507,23.3088
6.056,26.230864,6.122676,29.492593,23.304266
6.057,26.225218,6.12309,29.484655,23.29972
6.058,26.219582,6.123505,29.47669,23.29516
6.059,26.213961,6.123919,29.468698,23.290586
6.06,26.208359,6.124332,29.460678,23.285999
6.061,26.202783,6.124745,29.452632,23.281397
6.062,26.197239,6.125157,29.444558,23.276783
6.063,26.191733,6.125569,29.436459,23.272154
6.064,26.186272,6.125981,29.428336,23.267511
6.065,26.180862,6.126392,29.420191,23.262855
6.066,26.17551,6.126803,29.412029,23.258184
6.067,26.170221,6.127213,29.403854,23.2535
6.068,26.165002,6.127623,29.395672,23.248801
6.069,26.159859,6.128032,29.38749,23.244089
6.07,26.154797,6.128441,29.379314,23.239364
6.071,26.14982,6.128849,29.371155,23.234625
6.072,26.144934,6.129257,29.363021,23.229873
6.073,26.140142,6.129665,29.354922,23.225109
6.074,26.135447,6.130072,29.34687,23.220333
6.075,26.130853,6.130479,29.338874,23.215545
6.076,26.126361,6.130885,29.330947,23.210747
6.077,26.121974,6.131291,29.323099,23.205939
6.078,26.117693,6.131696,29.315341,23.201123
6.079,26.11352,6.132101,29.307685,23.196298
6.08,26.109455,6.132506,29.300139,23.191466
6.081,26.1055,6.13291,29.292713,23.186629
6.082,26.101655,6.133314,29.285416,23.181787
6.083,26.097922,6.133717,29.278255,23.176941
6.084,26.094303,6.13412,29.271235,23.172094
6.085,26.090799,6.134522,29.264363,23.167246
6.086,26.087413,6.134924,29.257641,23.162399
6.087,26.084149,6.135326,29.251074,23.157553
6.088,26.081011,6.135728,29.244663,23.152711
6.089,26.078005,6.136128,29.238409,23.147874
6.09,26.075136,6.136529,29.232313,23.143044
6.091,26.072412,6.136929,29.226375,23.13822
6.092,26.069841,6.137329,29.220594,23.133406
6.093,26.067434,6.137728,29.21497,23.128602
6.094,26.065202,6.138127,29.209504,23.123809
6.095,26.063156,6.138526,29.204195,23.119029
6.096,26.061309,6.138925,29.199046,23.114263
6.097,26.059676,6.139323,29.194059,23.109513
6.098,26.058272,6.13972,29.189237,23.104779
6.099,26.057112,6.140117,29.184587,23.100063
6.1,26.056213,6.140514,29.180115,23.095366
6.101,26.055592,6.140911,29.17583,23.09069
6.102,26.055265,6.141307,29.171745,23.086036
6.103,26.05525,6.141703,29.167871,23.081406
6.104,26.055563,6.142099,29.164226,23.076802
6.105,26.056221,6.142494,29.160826,23.072225
6.106,26.05724,6.14289,29.157691,23.067677
6.107,26.058634,6.143284,29.154844,23.063161
6.108,26.060419,6.143679,29.152307,23.058678
6.109,26.062605,6.144073,29.150107,23.054232
6.11,26.065206,6.144467,29.148269,23.049825
6.111,26.068231,6.144861,29.146822,23.045459
6.112,26.071688,6.145255,29.145793,23.041139
6.113,26.075586,6.145649,29.14521,23.036867
6.114,26.079929,6.146042,29.145102,23.032648
6.115,26.084721,6.146435,29.145497,23.028484
6.116,26.089963,6.146828,29.146421,23.02438
6.117,26.095658,6.147221,29.147899,23.02034
6.118,26.101803,6.147614,29.149955,23.016368
6.119,26.108396,6.148006,29.15261,23.012469
6.12,26.115434,6.148399,29.155882,23.008647
6.121,26.122911,6.148791,29.159788,23.004908
6.122,26.130822,6.149183,29.164342,23.001256
6.123,26.139161,6.149576,29.169553,22.997695
6.124,26.147919,6.149968,29.175428,22.994231
6.125,26.157088,6.15036,29.181973,22.990869
6.126,26.166661,6.150753,29.189188,22.987612
6.127,26.176627,6.151145,29.197072,22.984467
6.128,26.18698,6.151537,29.205621,22.981438
6.129,26.197708,6.151929,29.214828,22.978529
6.13,26.208804,6.152322,29.224686,22.975745
6.131,26.220259,6.152714,29.235184,22.973089
6.132,26.232065,6.153106,29.24631,22.970567
6.133,26.244212,6.153499,29.258052,22.968182
6.134,26.256693,6.153891,29.270395,22.965939
6.135,26.269501,6.154284,29.283327,22.963839
6.136,26.282629,6.154677,29.296831,22.961888
6.137,26.296068,6.15507,29.310895,22.960088
6.138,26.309814,6.155463,29.325504,22.958443
6.139,26.32386,6.155856,29.340644,22.956955
6.14,26.3382,6.156249,29.356303,22.955628
6.141,26.352828,6.156643,29.372467,22.954463
6.142,26.367739,6.157037,29.389126,22.953464
6.143,26.382927,6.157431,29.406268,22.952632
6.144,26.398387,6.157825,29.423884,22.951971
6.145,26.414114,6.158219,29.441965,22.951481
6.146,26.430103,6.158613,29.460502,22.951166
6.147,26.446349,6.159008,29.479488,22.951027
6.148,26.462846,6.159403,29.498915,22.951066
6.149,26.479589,6.159798,29.518777,22.951285
6.15,26.496572,6.160194,29.539067,22.951685
6.151,26.513791,6.16059,29.559779,22.952268
6.152,26.53124,6.160986,29.580907,22.953035
6.153,26.548912,6.161382,29.602445,22.953989
6.154,26.566803,6.161779,29.624385,22.955129
6.155,26.584907,6.162176,29.646722,22.956458
6.156,26.603218,6.162573,29.669447,22.957977
6.157,26.62173,6.162971,29.692554,22.959687
6.158,26.640438,6.163369,29.716035,22.961589
6.159,26.659336,6.163768,29.73988,22.963683
6.16,26.678418,6.164167,29.764081,22.965972
6.161,26.69768,6.164566,29.788629,22.968455
6.162,26.717116,6.164966,29.813514,22.971133
6.163,26.73672,6.165366,29.838726,22.974006
6.164,26.756488,6.165766,29.864255,22.977076
6.165,26.776414,6.166167,29.89009,22.980343
6.166,26.796495,6.166569,29.916221,22.983806
6.167,26.816725,6.166971,29.942637,22.987466
6.168,26.8371,6.167373,29.969329,22.991324
6.169,26.857616,6.167776,29.996285,22.995378
6.17,26.878268,6.168179,30.023495,22.99963
6.171,26.899052,6.168583,30.050951,23.004078
6.172,26.919963,6.168987,30.078642,23.008722
6.173,26.940998,6.169392,30.10656,23.013563
6.174,26.962153,6.169798,30.134696,23.0186
6.175,26.983422,6.170204,30.163041,23.023831
6.176,27.004803,6.170611,30.191589,23.029257
6.177,27.02629,6.171018,30.220331,23.034877
6.178,27.047878,6.171426,30.24926,23.04069
6.179,27.069564,6.171834,30.27837,23.046696
6.18,27.091343,6.172243,30.307655,23.052893
6.181,27.11321,6.172653,30.337108,23.059281
6.182,27.13516,6.173063,30.366723,23.065859
6.183,27.157188,6.173474,30.396495,23.072626
6.184,27.17929,6.173885,30.426417,23.079581
6.185,27.20146,6.174298,30.456483,23.086723
6.186,27.223693,6.174711,30.486688,23.09405
6.187,27.245984,6.175124,30.517026,23.101562
6.188,27.26833,6.175538,30.54749,23.109258
6.189,27.290725,6.175953,30.578074,23.117137
6.19,27.313164,6.176369,30.608771,23.125196
6.191,27.335643,6.176786,30.639575,23.133436
6.192,27.358159,6.177203,30.670479,23.141854
6.193,27.380708,6.177621,30.701476,23.150449
6.194,27.403286,6.17804,30.732559,23.15922
6.195,27.42589,6.178459,30.76372,23.168165
6.196,27.448517,6.178879,30.794952,23.177283
6.197,27.471165,6.1793,30.826248,23.186572
6.198,27.493833,6.179722,30.857601,23.19603
6.199,27.516517,6.180145,30.889004,23.205657
6.2,27.539217,6.180568,30.920451,23.215449
6.201,27.561932,6.180992,30.951934,23.225407
6.202,27.584661,6.181418,30.983449,23.235527
6.203,27.607403,6.181843,31.01499,23.245807
6.204,27.630157,6.18227,31.046551,23.256247
6.205,27.652924,6.182698,31.078128,23.266844
6.206,27.675703,6.183126,31.109718,23.277597
6.207,27.698494,6.183555,31.141318,23.288503
6.208,27.721297,6.183986,31.172923,23.29956
6.209,27.744111,6.184417,31.204534,23.310768
6.21,27.766935,6.184849,31.236146,23.322123
6.211,27.78977,6.185281,31.267761,23.333624
6.212,27.812615,6.185715,31.299377,23.34527
6.213,27.835467,6.18615,31.330993,23.357058
6.214,27.858327,6.186585,31.36261,23.368986
6.215,27.881192,6.187021,31.394228,23.381053
6.216,27.904061,6.187459,31.425847,23.393258
6.217,27.926931,6.187897,31.457468,23.405597
6.218,27.949801,6.188336,31.489091,23.418071
6.219,27.972667,6.188776,31.520716,23.430676
6.22,27.995527,6.189217,31.552343,23.443411
6.221,28.018378,6.189659,31.583972,23.456275
6.222,28.041217,6.190102,31.615603,23.469266
6.223,28.06404,6.190546,31.647233,23.482383
6.224,28.086845,6.190991,31.678862,23.495623
6.225,28.109629,6.191436,31.710488,23.508986
6.226,28.132387,6.191883,31.742107,23.522469
6.227,28.155118,6.192331,31.773718,23.536071
6.228,28.177818,6.192779,31.805316,23.549791
6.229,28.200485,6.193229,31.836898,23.563627
6.23,28.223115,6.193679,31.86846,23.577576
6.231,28.245707,6.194131,31.899997,23.591639
6.232,28.268259,6.194583,31.931504,23.605812
6.233,28.290768,6.195037,31.962976,23.620094
6.234,28.313234,6.195491,31.994409,23.634483
6.235,28.335654,6.195946,32.025797,23.648979
6.236,28.358028,6.196403,32.057136,23.663578
6.237,28.380354,6.19686,32.08842,23.678279
6.238,28.402632,6.197318,32.119646,23.693081
6.239,28.424861,6.197777,32.150809,23.707981
6.24,28.44704,6.198237,32.181905,23.722977
6.241,28.469169,6.198699,32.212931,23.738069
6.242,28.491247,6.199161,32.243884,23.753253
6.243,28.513273,6.199624,32.274761,23.768529
6.244,28.535247,6.200088,32.305561,23.783893
6.245,28.557167,6.200553,32.336281,23.799345
6.246,28.579033,6.201018,32.366921,23.814883
6.247,28.600844,6.201485,32.397479,23.830504
6.248,28.622598,6.201953,32.427955,23.846208
6.249,28.644292,6.202422,32.458348,23.861991
6.25,28.665927,6.202891,32.488659,23.877853
6.251,28.687498,6.203362,32.518886,23.893792
6.252,28.709004,6.203834,32.549031,23.909805
6.253,28.730443,6.204306,32.579093,23.925892
6.254,28.751812,6.204779,32.609071,23.94205
6.255,28.773107,6.205254,32.638966,23.958278
6.256,28.794326,6.205729,32.668776,23.974574
6.257,28.815465,6.206205,32.6985,23.990937
6.258,28.836522,6.206683,32.728137,24.007365
6.259,28.857494,6.207161,32.757684,24.023856
6.26,28.878378,6.20764,32.78714,24.040408
6.261,28.89917,6.208119,32.816502,24.057021
6.262,28.919868,6.2086,32.845767,24.073693
6.263,28.940469,6.209082,32.874931,24.090421
6.264,28.960971,6.209565,32.90399,24.107205
6.265,28.981372,6.210048,32.93294,24.124042
6.266,29.00167,6.210533,32.961777,24.14093
6.267,29.021863,6.211018,32.990496,24.157869
6.268,29.041949,6.211504,33.019093,24.174857
6.269,29.061929,6.211991,33.047562,24.191891
6.27,29.0818,6.212479,33.0759,24.20897
6.271,29.101562,6.212968,33.104101,24.226092
6.272,29.121214,6.213457,33.132163,24.243256
6.273,29.140756,6.213948,33.16008,24.260459
6.274,29.160188,6.214439,33.187849,24.2777
6.275,29.179509,6.214932,33.215467,24.294977
6.276,29.198719,6.215425,33.242931,24.312288
6.277,29.217818,6.215919,33.270239,24.329631
6.278,29.236806,6.216414,33.29739,24.347004
6.279,29.255683,6.216909,33.32438,24.364406
6.28,29.274447,6.217406,33.35121,24.381835
6.281,29.293098,6.217903,33.37788,24.399289
6.282,29.311636,6.218401,33.404387,24.416766
6.283,29.33006,6.2189,33.430734,24.434265
6.284,29.348367,6.2194,33.456919,24.451783
6.285,29.366558,6.219901,33.482943,24.469319
6.286,29.384629,6.220402,33.508807,24.486872
6.287,29.402581,6.220904,33.534511,24.504439
6.288,29.42041,6.221407,33.560055,24.52202
6.289,29.438114,6.221911,33.58544,24.539612
6.29,29.455693,6.222416,33.610666,24.557214
6.291,29.473142,6.222921,33.635733,24.574824
6.292,29.490461,6.223428,33.660639,24.59244
6.293,29.507648,6.223935,33.685385,24.610063
6.294,29.524699,6.224443,33.709968,24.627688
6.295,29.541614,6.224951,33.734388,24.645316
6.296,29.55839,6.225461,33.758641,24.662945
6.297,29.575027,6.225971,33.782727,24.680573
6.298,29.591522,6.226482,33.806642,24.698198
6.299,29.607875,6.226993,33.830383,24.715819
6.3,29.624086,6.227506,33.853947,24.733435
6.301,29.640152,6.228019,33.877332,24.751044
6.302,29.656075,6.228533,33.900533,24.768645
6.303,29.671855,6.229048,33.923547,24.786235
6.304,29.68749,6.229564,33.946371,24.803814
6.305,29.702983,6.23008,33.969002,24.821379
6.306,29.718334,6.230597,33.991438,24.838929
6.307,29.733543,6.231114,34.013675,24.856463
6.308,29.748611,6.231633,34.035712,24.873979
6.309,29.76354,6.232152,34.057546,24.891475
6.31,29.77833,6.232672,34.079177,24.90895
6.311,29.792983,6.233193,34.100603,24.926401
6.312,29.807499,6.233714,34.121824,24.943829
6.313,29.821879,6.234236,34.142841,24.96123
6.314,29.836123,6.234759,34.163653,24.978604
6.315,29.850232,6.235283,34.184262,24.995949
6.316,29.864207,6.235807,34.204668,25.013263
6.317,29.878046,6.236332,34.224875,25.030546
6.318,29.891751,6.236857,34.244882,25.047795
6.319,29.905319,6.237384,34.264693,25.065009
6.32,29.918751,6.237911,34.284309,25.082187
6.321,29.932044,6.238439,34.303732,25.099328
6.322,29.945199,6.238967,34.322965,25.11643
6.323,29.958214,6.239496,34.342008,25.133492
6.324,29.971087,6.240026,34.360864,25.150513
6.325,29.983816,6.240556,34.379533,25.167492
6.326,29.9964,6.241087,34.398016,25.184427
6.327,30.008838,6.241619,34.416314,25.201318
6.328,30.021128,6.242152,34.434426,25.218163
6.329,30.033268,6.242685,34.452352,25.234961
6.33,30.045258,6.243219,34.470091,25.251711
6.331,30.057096,6.243753,34.487641,25.268412
6.332,30.068783,6.244288,34.505,25.285063
6.333,30.080317,6.244824,34.522167,25.301662
6.334,30.091698,6.24536,34.539138,25.318209
6.335,30.102927,6.245897,34.555912,25.334703
6.336,30.114005,6.246435,34.572484,25.351141
6.337,30.124932,6.246973,34.588853,25.367524
6.338,30.13571,6.247512,34.605016,25.38385
6.339,30.146339,6.248051,34.62097,25.400118
6.34,30.156822,6.248591,34.636713,25.416327
6.341,30.16716,6.249132,34.652242,25.432474
6.342,30.177355,6.249673,34.667557,25.448561
6.343,30.187408,6.250215,34.682657,25.464584
6.344,30.197321,6.250757,34.69754,25.480543
6.345,30.207097,6.2513,34.712207,25.496437
6.346,30.216734,6.251843,34.726658,25.512264
6.347,30.226236,6.252387,34.740895,25.528024
6.348,30.235601,6.252932,34.754919,25.543715
6.349,30.244831,6.253477,34.768732,25.559337
6.35,30.253923,6.254023,34.782337,25.574888
6.351,30.262878,6.254569,34.795736,25.590367
6.352,30.271692,6.255116,34.808933,25.605773
6.353,30.280364,6.255663,34.821931,25.621106
6.354,30.288891,6.256211,34.834732,25.636365
6.355,30.297267,6.256759,34.84734,25.651548
6.356,30.30549,6.257308,34.859758,25.666655
6.357,30.313553,6.257857,34.871986,25.681685
6.358,30.321451,6.258407,34.884027,25.696638
6.359,30.329177,6.258957,34.895881,25.711512
6.36,30.336726,6.259507,34.907548,25.726307
6.361,30.34409,6.260059,34.919027,25.741022
6.362,30.351261,6.26061,34.930317,25.755657
6.363,30.358233,6.261162,34.941413,25.770211
6.364,30.364997,6.261715,34.952311,25.784683
6.365,30.371547,6.262267,34.963007,25.799072
6.366,30.377875,6.262821,34.973493,25.813377
6.367,30.383974,6.263374,34.983762,25.827598
6.368,30.389837,6.263928,34.993806,25.841733
6.369,30.395458,6.264483,35.003615,25.855782
6.37,30.400831,6.265038,35.013179,25.869744
6.371,30.405951,6.265593,35.022488,25.883617
6.372,30.410812,6.266148,35.03153,25.8974
6.373,30.41541,6.266704,35.040294,25.911091
6.374,30.419741,6.26726,35.048769,25.92469
6.375,30.423802,6.267816,35.056942,25.938195
6.376,30.42759,6.268373,35.064803,25.951603
6.377,30.431104,6.26893,35.072341,25.964915
6.378,30.43434,6.269487,35.079545,25.978126
6.379,30.437298,6.270045,35.086406,25.991237
6.38,30.439977,6.270602,35.092914,26.004245
6.381,30.442375,6.27116,35.099061,26.017148
6.382,30.444491,6.271718,35.104841,26.029944
6.383,30.446326,6.272277,35.110247,26.042631
6.384,30.447878,6.272835,35.115273,26.055207
6.385,30.449147,6.273394,35.119916,26.06767
6.386,30.450132,6.273953,35.124171,26.080018
6.387,30.450831,6.274512,35.128037,26.092249
6.388,30.451244,6.275071,35.131512,26.10436
6.389,30.451368,6.27563,35.134595,26.11635
6.39,30.451203,6.276189,35.137285,26.128217
6.391,30.450745,6.276749,35.139583,26.139958
6.392,30.449993,6.277308,35.141489,26.151572
6.393,30.448943,6.277868,35.143004,26.163057
6.394,30.447593,6.278428,35.144127,26.17441
6.395,30.44594,6.278987,35.14486,26.185631
6.396,30.443981,6.279547,35.145203,26.196716
6.397,30.441712,6.280107,35.145155,26.207664
6.398,30.439132,6.280666,35.144717,26.218474
6.399,30.436238,6.281226,35.143886,26.229144
6.4,30.433027,6.281786,35.142661,26.239671
6.401,30.429498,6.282345,35.141039,26.250054
6.402,30.425651,6.282905,35.139017,26.260291
6.403,30.421484,6.283464,35.136591,26.27038
6.404,30.417001,6.284024,35.133758,26.28032
6.405,30.412202,6.284583,35.130511,26.290109
6.406,30.40709,6.285142,35.126845,26.299744
6.407,30.401671,6.285701,35.122755,26.309225
6.408,30.395949,6.28626,35.118236,26.318548
6.409,30.389933,6.286819,35.113281,26.327712
6.41,30.383632,6.287378,35.107886,26.336715
6.411,30.377055,6.287936,35.102046,26.345556
6.412,30.370214,6.288494,35.095756,26.354231
6.413,30.363123,6.289052,35.089015,26.36274
6.414,30.355797,6.28961,35.08182,26.371079
6.415,30.348251,6.290168,35.074171,26.379248
6.416,30.340504,6.290725,35.066068,26.387243
6.417,30.332573,6.291282,35.057516,26.395064
6.418,30.324479,6.291839,35.048519,26.402708
6.419,30.316242,6.292396,35.039085,26.410173
6.42,30.307884,6.292952,35.029221,26.417458
6.421,30.299426,6.293508,35.018941,26.424562
6.422,30.290891,6.294064,35.008258,26.431482
6.423,30.282301,6.29462,34.997188,26.438217
6.424,30.273679,6.295175,34.985749,26.444767
6.425,30.265047,6.29573,34.973964,26.451131
6.426,30.256426,6.296285,34.961855,26.457307
6.427,30.247838,6.296839,34.949448,26.463296
6.428,30.239302,6.297393,34.936768,26.469096
6.429,30.230839,6.297947,34.923846,26.474709
6.43,30.222465,6.2985,34.910712,26.480134
6.431,30.214198,6.299054,34.897397,26.485373
6.432,30.206052,6.299606,34.883933,26.490424
6.433,30.198041,6.300159,34.870354,26.495291
6.434,30.190177,6.300711,34.856692,26.499975
6.435,30.18247,6.301263,34.842981,26.504476
6.436,30.17493,6.301815,34.829253,26.508798
6.437,30.167562,6.302366,34.81554,26.512941
6.438,30.160373,6.302917,34.801872,26.51691
6.439,30.153365,6.303468,34.788278,26.520706
6.44,30.146542,6.304018,34.774785,26.524333
6.441,30.139904,6.304569,34.761419,26.527794
6.442,30.133451,6.305118,34.748201,26.531091
6.443,30.12718,6.305668,34.735152,26.53423
6.444,30.12109,6.306217,34.72229,26.537212
6.445,30.115177,6.306766,34.709629,26.540042
6.446,30.109435,6.307315,34.697181,26.542724
6.447,30.103861,6.307863,34.684955,26.545262
6.448,30.098448,6.308412,34.67296,26.547659
6.449,30.09319,6.308959,34.661198,26.549919
6.45,30.088081,6.309507,34.649671,26.552047
6.451,30.083114,6.310054,34.638381,26.554045
6.452,30.078282,6.310601,34.627324,26.555918
6.453,30.073579,6.311148,34.616497,26.55767
6.454,30.068998,6.311694,34.605895,26.559303
6.455,30.064533,6.312241,34.595513,26.560822
6.456,30.060176,6.312786,34.585343,26.56223
6.457,30.055922,6.313332,34.575378,26.56353
6.458,30.051765,6.313877,34.565611,26.564726
6.459,30.047699,6.314422,34.556033,26.56582
6.46,30.043717,6.314967,34.546637,26.566815
6.461,30.039816,6.315511,34.537414,26.567715
6.462,30.035989,6.316055,34.528359,26.568522
6.463,30.032232,6.316599,34.519465,26.569238
6.464,30.028541,6.317142,34.510724,26.569867
6.465,30.024911,6.317685,34.502132,26.570411
6.466,30.021337,6.318228,34.493683,26.570871
6.467,30.017815,6.318771,34.485373,26.571251
6.468,30.014343,6.319313,34.477198,26.571553
6.469,30.010914,6.319854,34.469154,26.571779
6.47,30.007527,6.320396,34.461239,26.571931
6.471,30.004177,6.320937,34.453448,26.572011
6.472,30.000861,6.321478,34.445781,26.572022
6.473,29.997575,6.322018,34.438234,26.571964
6.474,29.994316,6.322558,34.430804,26.571841
6.475,29.991081,6.323098,34.42349,26.571654
6.476,29.987865,6.323637,34.416287,26.571404
6.477,29.984667,6.324176,34.409194,26.571095
6.478,29.981483,6.324715,34.402206,26.570727
6.479,29.97831,6.325253,34.39532,26.570302
6.48,29.975145,6.325791,34.388533,26.569821
6.481,29.971985,6.326328,34.381839,26.569287
6.482,29.968828,6.326865,34.375234,26.568701
6.483,29.965672,6.327402,34.368714,26.568064
6.484,29.962513,6.327938,34.362271,26.567378
6.485,29.95935,6.328474,34.355901,26.566644
6.486,29.95618,6.329009,34.349599,26.565863
6.487,29.953002,6.329544,34.343357,26.565037
6.488,29.949814,6.330079,34.337171,26.564166
6.489,29.946615,6.330613,34.331033,26.563252
6.49,29.943402,6.331147,34.324939,26.562296
6.491,29.940176,6.331681,34.318882,26.561297
6.492,29.936934,6.332214,34.312856,26.560259
6.493,29.933677,6.332746,34.306857,26.55918
6.494,29.930403,6.333278,34.300879,26.558062
6.495,29.927112,6.33381,34.294917,26.556906
6.496,29.923805,6.334341,34.288967,26.555712
6.497,29.92048,6.334872,34.283025,26.554481
6.498,29.917138,6.335403,34.277088,26.553213
6.499,29.91378,6.335933,34.271152,26.551909
6.5,29.910406,6.336462,34.265215,26.550569
6.501,29.907016,6.336991,34.259274,26.549194
6.502,29.903611,6.33752,34.253328,26.547784
6.503,29.900192,6.338048,34.247376,26.546339
6.504,29.896761,6.338576,34.241415,26.544861
6.505,29.893318,6.339103,34.235446,26.543348
6.506,29.889864,6.33963,34.229467,26.541803
6.507,29.886401,6.340157,34.22348,26.540224
