time_s,upper_body_arterial_pressure_mmHg,upper_body_venous_pressure_mmHg,lower_body_arterial_pressure_mmHg,lower_body_venous_pressure_mmHg
30.531,41.534117,8.931378,46.831947,36.54842
30.532,41.528766,8.931441,46.823765,36.544172
30.533,41.523427,8.931503,46.815611,36.539903
30.534,41.518097,8.931564,46.807485,36.535615
30.535,41.512777,8.931626,46.799388,36.531307
30.536,41.507464,8.931687,46.79132,36.526981
30.537,41.502156,8.931748,46.78328,36.522637
30.538,41.496851,8.931808,46.775268,36.518275
30.539,41.491548,8.931868,46.767284,36.513896
30.54,41.486245,8.931928,46.759325,36.5095
30.541,41.48094,8.931988,46.751392,36.505088
30.542,41.47563,8.932047,46.743481,36.50066
30.543,41.470314,8.932106,46.735593,36.496216
30.544,41.464991,8.932165,46.727724,36.491758
30.545,41.459658,8.932223,46.719873,36.487284
30.546,41.454314,8.932281,46.712036,36.482796
30.547,41.448957,8.932339,46.704213,36.478294
30.548,41.443585,8.932397,46.696399,36.473778
30.549,41.438198,8.932454,46.688593,36.469248
30.55,41.432794,8.932511,46.68079,36.464705
30.551,41.427373,8.932568,46.67299,36.460148
30.552,41.421932,8.932625,46.665188,36.455579
30.553,41.416472,8.932681,46.657382,36.450996
30.554,41.410992,8.932737,46.64957,36.446401
30.555,41.405491,8.932792,46.641748,36.441793
30.556,41.399969,8.932848,46.633914,36.437172
30.557,41.394426,8.932903,46.626065,36.432538
30.558,41.388862,8.932958,46.618201,36.427892
30.559,41.383276,8.933012,46.610318,36.423233
30.56,41.377669,8.933067,46.602414,36.418561
30.561,41.372041,8.933121,46.59449,36.413877
30.562,41.366392,8.933175,46.586542,36.409179
30.563,41.360722,8.933228,46.57857,36.404469
30.564,41.355032,8.933282,46.570573,36.399746
30.565,41.349321,8.933335,46.562552,36.39501
30.566,41.343591,8.933387,46.554504,36.39026
30.567,41.33784,8.93344,46.54643,36.385498
30.568,41.332071,8.933492,46.53833,36.380722
30.569,41.326282,8.933544,46.530205,36.375933
30.57,41.320474,8.933595,46.522053,36.37113
30.571,41.314648,8.933647,46.513876,36.366314
30.572,41.308803,8.933698,46.505675,36.361484
30.573,41.302939,8.933748,46.497449,36.356641
30.574,41.297057,8.933799,46.489199,36.351784
30.575,41.291156,8.933849,46.480925,36.346913
30.576,41.285237,8.933899,46.472629,36.342029
30.577,41.2793,8.933949,46.464309,36.33713
30.578,41.273345,8.933998,46.455968,36.332218
30.579,41.267371,8.934047,46.447604,36.327291
30.58,41.26138,8.934096,46.439218,36.322351
30.581,41.255371,8.934144,46.430811,36.317397
30.582,41.249345,8.934192,46.422382,36.312429
30.583,41.243302,8.93424,46.413931,36.307446
30.584,41.237243,8.934287,46.405457,36.30245
30.585,41.231167,8.934334,46.396962,36.29744
30.586,41.225077,8.934381,46.388443,36.292415
30.587,41.218973,8.934428,46.379902,36.287377
30.588,41.212856,8.934474,46.371338,36.282324
30.589,41.206726,8.934519,46.36275,36.277256
30.59,41.200586,8.934565,46.354139,36.272175
30.591,41.194437,8.93461,46.345504,36.267079
30.592,41.188281,8.934655,46.336845,36.261969
30.593,41.182118,8.934699,46.328162,36.256845
30.594,41.175951,8.934743,46.319456,36.251706
30.595,41.169782,8.934787,46.310728,36.246553
30.596,41.163612,8.93483,46.301978,36.241385
30.597,41.157444,8.934873,46.293206,36.236203
30.598,41.15128,8.934916,46.284415,36.231006
30.599,41.145121,8.934958,46.275605,36.225795
30.6,41.13897,8.935,46.266779,36.22057
30.601,41.132828,8.935042,46.257938,36.21533
30.602,41.126697,8.935083,46.249085,36.210075
30.603,41.12058,8.935124,46.240222,36.204807
30.604,41.114477,8.935164,46.231351,36.199524
30.605,41.108391,8.935204,46.222476,36.194227
30.606,41.102322,8.935244,46.2136,36.188917
30.607,41.096271,8.935283,46.204725,36.183593
30.608,41.09024,8.935322,46.195855,36.178255
30.609,41.08423,8.935361,46.186992,36.172904
30.61,41.07824,8.935399,46.178141,36.16754
30.611,41.072271,8.935436,46.169304,36.162163
30.612,41.066322,8.935474,46.160484,36.156774
30.613,41.060395,8.935511,46.151684,36.151373
30.614,41.054489,8.935547,46.142907,36.145961
30.615,41.048602,8.935583,46.134155,36.140536
30.616,41.042734,8.935619,46.125431,36.135101
30.617,41.036884,8.935654,46.116735,36.129656
30.618,41.031052,8.935689,46.108071,36.1242
30.619,41.025235,8.935724,46.099438,36.118735
30.62,41.019432,8.935758,46.090839,36.11326
30.621,41.013642,8.935792,46.082272,36.107776
30.622,41.007864,8.935825,46.073739,36.102285
30.623,41.002096,8.935858,46.065239,36.096785
30.624,40.996336,8.93589,46.056772,36.091277
30.625,40.990582,8.935922,46.048336,36.085762
30.626,40.984834,8.935954,46.03993,36.080241
30.627,40.979089,8.935985,46.031554,36.074713
30.628,40.973347,8.936016,46.023204,36.069178
30.629,40.967605,8.936047,46.014879,36.063638
30.63,40.961862,8.936077,46.006578,36.058093
30.631,40.956117,8.936106,45.998297,36.052542
30.632,40.95037,8.936136,45.990034,36.046987
30.633,40.944618,8.936165,45.981787,36.041426
30.634,40.938861,8.936193,45.973553,36.035861
30.635,40.933099,8.936221,45.96533,36.030292
30.636,40.92733,8.936249,45.957116,36.024718
30.637,40.921554,8.936276,45.948908,36.019141
30.638,40.91577,8.936303,45.940705,36.013559
30.639,40.909977,8.936329,45.932504,36.007974
30.64,40.904177,8.936355,45.924304,36.002384
30.641,40.898367,8.936381,45.916103,35.996791
30.642,40.892548,8.936406,45.907899,35.991195
30.643,40.886719,8.936431,45.899691,35.985594
30.644,40.880881,8.936456,45.891479,35.97999
30.645,40.875033,8.93648,45.883261,35.974382
30.646,40.869175,8.936503,45.875037,35.96877
30.647,40.863307,8.936527,45.866806,35.963155
30.648,40.857429,8.936549,45.858568,35.957536
30.649,40.85154,8.936572,45.850322,35.951913
30.65,40.845642,8.936594,45.842069,35.946286
30.651,40.839733,8.936616,45.833807,35.940656
30.652,40.833814,8.936637,45.825537,35.935022
30.653,40.827884,8.936658,45.81726,35.929384
30.654,40.821944,8.936679,45.808974,35.923742
30.655,40.815995,8.936699,45.800679,35.918096
30.656,40.810035,8.936719,45.792377,35.912447
30.657,40.804065,8.936739,45.784066,35.906793
30.658,40.798085,8.936758,45.775747,35.901136
30.659,40.792096,8.936776,45.76742,35.895474
30.66,40.786097,8.936795,45.759083,35.889808
30.661,40.78009,8.936813,45.750738,35.884139
30.662,40.774074,8.936831,45.742383,35.878465
30.663,40.768049,8.936848,45.734019,35.872787
30.664,40.762016,8.936865,45.725646,35.867105
30.665,40.755976,8.936882,45.717262,35.861419
30.666,40.749929,8.936898,45.708868,35.855729
30.667,40.743876,8.936914,45.700464,35.850034
30.668,40.737815,8.93693,45.69205,35.844335
30.669,40.73175,8.936945,45.683625,35.838631
30.67,40.725678,8.93696,45.675189,35.832923
30.671,40.719601,8.936974,45.666743,35.827211
30.672,40.713519,8.936989,45.658287,35.821494
30.673,40.707433,8.937003,45.64982,35.815773
30.674,40.701341,8.937016,45.641344,35.810047
30.675,40.695245,8.937029,45.632859,35.804316
30.676,40.689144,8.937042,45.624365,35.798581
30.677,40.683037,8.937055,45.615863,35.792841
30.678,40.676925,8.937067,45.607353,35.787096
30.679,40.670807,8.937079,45.598835,35.781346
30.68,40.664682,8.937091,45.590312,35.775592
30.681,40.658549,8.937102,45.581782,35.769833
30.682,40.652408,8.937113,45.573247,35.764069
30.683,40.646258,8.937124,45.564707,35.758301
30.684,40.640097,8.937134,45.556162,35.752528
30.685,40.633925,8.937144,45.547612,35.74675
30.686,40.62774,8.937154,45.539058,35.740967
30.687,40.621541,8.937164,45.530499,35.73518
30.688,40.615327,8.937173,45.521935,35.729387
30.689,40.609096,8.937181,45.513365,35.723591
30.69,40.602848,8.93719,45.504789,35.717789
30.691,40.596582,8.937198,45.496205,35.711983
30.692,40.590296,8.937206,45.487613,35.706172
30.693,40.58399,8.937213,45.479011,35.700356
30.694,40.577662,8.93722,45.470397,35.694535
30.695,40.571312,8.937227,45.461771,35.688709
30.696,40.564939,8.937234,45.453129,35.682879
30.697,40.558544,8.93724,45.44447,35.677043
30.698,40.552125,8.937246,45.435792,35.671202
30.699,40.545684,8.937252,45.427094,35.665356
30.7,40.539219,8.937257,45.418373,35.659505
30.701,40.532732,8.937262,45.409627,35.653648
30.702,40.526223,8.937266,45.400854,35.647785
30.703,40.519692,8.93727,45.392054,35.641916
30.704,40.513141,8.937274,45.383223,35.636041
30.705,40.506569,8.937278,45.374362,35.63016
30.706,40.499979,8.937281,45.365469,35.624272
30.707,40.493371,8.937284,45.356543,35.618378
30.708,40.486747,8.937287,45.347585,35.612476
30.709,40.480108,8.937289,45.338592,35.606567
30.71,40.473454,8.937291,45.329567,35.600651
30.711,40.466788,8.937292,45.320509,35.594727
30.712,40.460111,8.937293,45.311419,35.588795
30.713,40.453423,8.937294,45.302298,35.582856
30.714,40.446726,8.937294,45.293147,35.576908
30.715,40.440022,8.937295,45.283968,35.570951
30.716,40.433311,8.937294,45.274762,35.564987
30.717,40.426594,8.937294,45.265532,35.559013
30.718,40.419872,8.937293,45.256279,35.553031
30.719,40.413146,8.937291,45.247005,35.54704
30.72,40.406418,8.937289,45.237712,35.54104
30.721,40.399686,8.937287,45.228403,35.535031
30.722,40.392953,8.937285,45.21908,35.529013
30.723,40.386219,8.937282,45.209745,35.522986
30.724,40.379483,8.937279,45.200399,35.51695
30.725,40.372747,8.937275,45.191044,35.510905
30.726,40.36601,8.937271,45.181683,35.504851
30.727,40.359274,8.937267,45.172316,35.498788
30.728,40.352538,8.937262,45.162945,35.492717
30.729,40.345802,8.937257,45.153571,35.486637
30.73,40.339066,8.937251,45.144195,35.480548
30.731,40.33233,8.937245,45.134819,35.47445
30.732,40.325595,8.937239,45.125441,35.468345
30.733,40.31886,8.937232,45.116064,35.46223
30.734,40.312125,8.937225,45.106687,35.456108
30.735,40.30539,8.937217,45.097311,35.449978
30.736,40.298653,8.937209,45.087935,35.443839
30.737,40.291916,8.937201,45.078559,35.437693
30.738,40.285177,8.937192,45.069185,35.431539
30.739,40.278435,8.937183,45.05981,35.425377
30.74,40.27169,8.937173,45.050436,35.419208
30.741,40.26494,8.937163,45.041062,35.413031
30.742,40.258185,8.937153,45.031688,35.406847
30.743,40.251422,8.937142,45.022314,35.400656
30.744,40.244652,8.93713,45.012939,35.394457
30.745,40.237871,8.937119,45.003563,35.388251
30.746,40.231078,8.937107,44.994185,35.382039
30.747,40.224271,8.937094,44.984806,35.375819
30.748,40.217448,8.937081,44.975424,35.369593
30.749,40.210606,8.937068,44.966038,35.36336
30.75,40.203745,8.937054,44.956649,35.35712
30.751,40.19686,8.93704,44.947255,35.350873
30.752,40.189951,8.937025,44.937854,35.34462
30.753,40.183014,8.93701,44.928446,35.33836
30.754,40.176047,8.936994,44.919028,35.332094
30.755,40.169049,8.936978,44.909598,35.325821
30.756,40.162018,8.936962,44.900155,35.319541
30.757,40.154952,8.936945,44.890696,35.313255
30.758,40.147849,8.936928,44.881219,35.306962
30.759,40.140709,8.93691,44.871719,35.300662
30.76,40.133531,8.936892,44.862195,35.294355
30.761,40.126314,8.936874,44.852643,35.288041
30.762,40.119058,8.936855,44.84306,35.28172
30.763,40.111765,8.936835,44.833442,35.275391
30.764,40.104436,8.936815,44.823786,35.269055
30.765,40.09707,8.936795,44.814089,35.26271
30.766,40.089672,8.936774,44.804347,35.256358
30.767,40.082242,8.936753,44.794558,35.249997
30.768,40.074785,8.936732,44.78472,35.243626
30.769,40.067303,8.93671,44.774829,35.237247
30.77,40.059799,8.936687,44.764885,35.230858
30.771,40.052279,8.936664,44.754886,35.224459
30.772,40.044745,8.936641,44.744831,35.21805
30.773,40.037204,8.936617,44.734722,35.21163
30.774,40.029659,8.936593,44.724558,35.205199
30.775,40.022114,8.936568,44.714342,35.198757
30.776,40.014576,8.936543,44.704075,35.192302
30.777,40.007049,8.936517,44.693761,35.185836
30.778,39.999536,8.936491,44.683404,35.179358
30.779,39.992044,8.936465,44.673008,35.172867
30.78,39.984575,8.936438,44.662578,35.166363
30.781,39.977134,8.936411,44.652121,35.159846
30.782,39.969724,8.936383,44.641642,35.153317
30.783,39.962349,8.936355,44.631149,35.146775
30.784,39.955011,8.936327,44.620648,35.14022
30.785,39.947712,8.936298,44.610147,35.133652
30.786,39.940454,8.936269,44.599654,35.127072
30.787,39.933238,8.936239,44.589176,35.120479
30.788,39.926066,8.936209,44.57872,35.113875
30.789,39.918936,8.936179,44.568293,35.107259
30.79,39.91185,8.936148,44.557902,35.100632
30.791,39.904807,8.936117,44.547554,35.093995
30.792,39.897806,8.936085,44.537254,35.087347
30.793,39.890845,8.936053,44.527007,35.08069
30.794,39.883924,8.936021,44.516817,35.074024
30.795,39.87704,8.935988,44.506688,35.06735
30.796,39.870193,8.935955,44.496623,35.060668
30.797,39.863379,8.935921,44.486623,35.053979
30.798,39.856598,8.935887,44.476689,35.047285
30.799,39.849847,8.935853,44.466821,35.040584
30.8,39.843124,8.935818,44.457019,35.033879
30.801,39.836429,8.935783,44.447282,35.02717
30.802,39.829759,8.935748,44.437607,35.020457
30.803,39.823113,8.935712,44.427992,35.013741
30.804,39.81649,8.935676,44.418435,35.007022
30.805,39.809888,8.93564,44.408932,35.000302
30.806,39.803308,8.935603,44.39948,34.99358
30.807,39.796749,8.935566,44.390074,34.986858
30.808,39.790209,8.935529,44.380713,34.980135
30.809,39.783689,8.935491,44.371392,34.973411
30.81,39.777189,8.935453,44.362109,34.966688
30.811,39.770708,8.935414,44.352859,34.959966
30.812,39.764246,8.935375,44.343642,34.953244
30.813,39.757804,8.935336,44.334455,34.946523
30.814,39.751381,8.935297,44.325296,34.939804
30.815,39.744977,8.935257,44.316164,34.933086
30.816,39.738592,8.935216,44.307059,34.92637
30.817,39.732225,8.935176,44.29798,34.919656
30.818,39.725877,8.935135,44.288928,34.912944
30.819,39.719546,8.935094,44.279902,34.906235
30.82,39.713231,8.935052,44.270905,34.899528
30.821,39.706932,8.93501,44.261936,34.892824
30.822,39.700648,8.934968,44.252998,34.886123
30.823,39.694377,8.934925,44.244091,34.879425
30.824,39.688117,8.934882,44.235217,34.872731
30.825,39.681867,8.934839,44.226377,34.86604
30.826,39.675626,8.934795,44.217573,34.859354
30.827,39.669391,8.934751,44.208803,34.852672
30.828,39.663162,8.934707,44.200071,34.845994
30.829,39.656936,8.934662,44.191374,34.839322
30.83,39.650713,8.934617,44.182712,34.832654
30.831,39.64449,8.934572,44.174086,34.825992
30.832,39.638267,8.934526,44.165493,34.819335
30.833,39.632042,8.93448,44.156931,34.812684
30.834,39.625816,8.934434,44.148399,34.80604
30.835,39.619587,8.934387,44.139894,34.799401
30.836,39.613356,8.93434,44.131412,34.792769
30.837,39.607123,8.934292,44.122952,34.786143
30.838,39.600888,8.934244,44.114509,34.779524
30.839,39.594652,8.934196,44.10608,34.772911
30.84,39.588417,8.934148,44.097662,34.766305
30.841,39.582182,8.934099,44.089252,34.759706
30.842,39.57595,8.93405,44.080847,34.753113
30.843,39.569722,8.934,44.072444,34.746527
30.844,39.5635,8.93395,44.064042,34.739947
30.845,39.557286,8.9339,44.055639,34.733374
30.846,39.551079,8.933849,44.047233,34.726807
30.847,39.544883,8.933798,44.038825,34.720247
30.848,39.538698,8.933746,44.030414,34.713692
30.849,39.532525,8.933695,44.022,34.707143
30.85,39.526364,8.933642,44.013586,34.700601
30.851,39.520216,8.93359,44.005172,34.694064
30.852,39.514079,8.933537,43.996762,34.687533
30.853,39.507953,8.933484,43.988357,34.681007
30.854,39.501837,8.93343,43.979961,34.674488
30.855,39.495728,8.933376,43.971576,34.667974
30.856,39.489624,8.933322,43.963206,34.661466
30.857,39.483522,8.933267,43.954853,34.654964
30.858,39.477418,8.933212,43.946521,34.648468
30.859,39.471309,8.933156,43.938211,34.641978
30.86,39.465189,8.9331,43.929926,34.635494
30.861,39.459055,8.933044,43.921666,34.629017
30.862,39.4529,8.932987,43.913433,34.622547
30.863,39.446721,8.93293,43.905225,34.616083
30.864,39.440512,8.932873,43.897043,34.609625
30.865,39.434267,8.932815,43.888882,34.603175
30.866,39.427981,8.932757,43.880741,34.596732
30.867,39.42165,8.932698,43.872616,34.590297
30.868,39.415268,8.932639,43.8645,34.583868
30.869,39.408832,8.93258,43.856388,34.577447
30.87,39.402337,8.93252,43.848273,34.571032
30.871,39.395781,8.93246,43.840149,34.564625
30.872,39.389159,8.932399,43.832006,34.558225
30.873,39.382471,8.932339,43.823836,34.55183
30.874,39.375715,8.932277,43.81563,34.545443
30.875,39.368889,8.932216,43.80738,34.53906
30.876,39.361993,8.932153,43.799077,34.532683
30.877,39.355027,8.932091,43.790711,34.526311
30.878,39.347993,8.932028,43.782276,34.519942
30.879,39.340892,8.931965,43.773763,34.513576
30.88,39.333725,8.931901,43.765165,34.507213
30.881,39.326495,8.931837,43.756476,34.500852
30.882,39.319205,8.931772,43.747691,34.494491
30.883,39.311858,8.931707,43.738807,34.488131
30.884,39.304456,8.931642,43.729819,34.481769
30.885,39.297004,8.931576,43.720726,34.475405
30.886,39.289505,8.93151,43.711528,34.469038
30.887,39.281961,8.931443,43.702225,34.462667
30.888,39.274377,8.931376,43.692817,34.456292
30.889,39.266756,8.931308,43.683309,34.449911
30.89,39.259099,8.931241,43.673703,34.443523
30.891,39.251411,8.931172,43.664003,34.437128
30.892,39.243693,8.931103,43.654215,34.430725
30.893,39.235948,8.931034,43.644344,34.424314
30.894,39.228178,8.930965,43.634395,34.417893
30.895,39.220384,8.930895,43.624376,34.411463
30.896,39.212567,8.930824,43.614291,34.405022
30.897,39.204729,8.930754,43.604148,34.39857
30.898,39.196871,8.930683,43.593952,34.392107
30.899,39.188993,8.930611,43.583708,34.385633
30.9,39.181098,8.930539,43.573422,34.379147
30.901,39.173186,8.930467,43.563098,34.372649
30.902,39.165257,8.930394,43.55274,34.366139
30.903,39.157314,8.93032,43.542351,34.359617
30.904,39.149359,8.930247,43.531933,34.353082
30.905,39.141392,8.930173,43.521489,34.346535
30.906,39.133416,8.930098,43.511019,34.339976
30.907,39.125435,8.930024,43.500524,34.333403
30.908,39.117451,8.929948,43.490004,34.326818
30.909,39.109468,8.929873,43.47946,34.32022
30.91,39.101489,8.929797,43.468889,34.31361
30.911,39.093521,8.92972,43.458293,34.306986
30.912,39.085566,8.929644,43.447671,34.30035
30.913,39.077632,8.929567,43.437022,34.2937
30.914,39.069723,8.929489,43.426347,34.287037
30.915,39.061845,8.929411,43.415646,34.280361
30.916,39.054005,8.929333,43.404922,34.273672
30.917,39.046209,8.929254,43.394175,34.266969
30.918,39.038463,8.929175,43.383409,34.260253
30.919,39.030773,8.929096,43.372628,34.253524
30.92,39.023146,8.929016,43.361837,34.246781
30.921,39.015587,8.928936,43.351041,34.240025
30.922,39.008102,8.928855,43.340249,34.233256
30.923,39.000695,8.928774,43.329466,34.226474
30.924,38.993373,8.928693,43.318703,34.21968
30.925,38.986138,8.928611,43.307967,34.212873
30.926,38.978994,8.928529,43.297271,34.206055
30.927,38.971946,8.928447,43.286623,34.199225
30.928,38.964995,8.928364,43.276034,34.192385
30.929,38.958143,8.928281,43.265517,34.185534
30.93,38.951393,8.928198,43.25508,34.178675
30.931,38.944746,8.928114,43.244736,34.171808
30.932,38.938203,8.92803,43.234493,34.164933
30.933,38.931765,8.927946,43.224362,34.158052
30.934,38.925434,8.927861,43.214352,34.151167
30.935,38.91921,8.927776,43.204469,34.144277
30.936,38.913095,8.927691,43.194722,34.137385
30.937,38.90709,8.927606,43.185116,34.130491
30.938,38.901198,8.92752,43.175656,34.123598
30.939,38.895422,8.927433,43.166345,34.116706
30.94,38.889764,8.927347,43.157187,34.109816
30.941,38.88423,8.92726,43.148182,34.102931
30.942,38.878824,8.927173,43.139333,34.096051
30.943,38.873554,8.927086,43.13064,34.089177
30.944,38.868426,8.926998,43.122103,34.082312
30.945,38.86345,8.92691,43.113721,34.075456
30.946,38.858635,8.926822,43.105495,34.068611
30.947,38.853992,8.926733,43.097425,34.061777
30.948,38.849533,8.926644,43.089513,34.054957
30.949,38.845271,8.926555,43.08176,34.048151
30.95,38.84122,8.926466,43.074168,34.041361
30.951,38.837395,8.926376,43.066744,34.034588
30.952,38.833812,8.926286,43.059492,34.027834
30.953,38.830486,8.926196,43.05242,34.021099
30.954,38.827434,8.926105,43.045538,34.014385
30.955,38.824673,8.926015,43.038857,34.007694
30.956,38.822219,8.925924,43.032392,34.001027
30.957,38.820089,8.925833,43.026158,33.994386
30.958,38.818298,8.925742,43.020173,33.987773
30.959,38.816862,8.92565,43.014457,33.98119
30.96,38.815796,8.925558,43.009033,33.974639
30.961,38.815112,8.925466,43.003923,33.968122
30.962,38.814824,8.925374,42.999153,33.961643
30.963,38.814943,8.925282,42.994749,33.955202
30.964,38.815478,8.92519,42.990739,33.948805
30.965,38.816438,8.925097,42.987149,33.942453
30.966,38.817829,8.925005,42.984007,33.93615
30.967,38.819657,8.924912,42.981342,33.9299
30.968,38.821924,8.924819,42.97918,33.923706
30.969,38.824633,8.924726,42.977547,33.917573
30.97,38.827785,8.924633,42.976468,33.911505
30.971,38.831378,8.92454,42.975964,33.905506
30.972,38.83541,8.924447,42.976058,33.89958
30.973,38.839877,8.924354,42.976766,33.893732
30.974,38.844775,8.924261,42.978104,33.887966
30.975,38.850099,8.924168,42.980086,33.882289
30.976,38.85584,8.924075,42.982721,33.876703
30.977,38.861993,8.923981,42.986016,33.871215
30.978,38.86855,8.923888,42.989975,33.865828
30.979,38.875502,8.923795,42.994599,33.860548
30.98,38.882842,8.923702,42.999888,33.85538
30.981,38.89056,8.923609,43.005836,33.850327
30.982,38.898648,8.923516,43.012439,33.845395
30.983,38.907098,8.923424,43.019687,33.840588
30.984,38.915902,8.923331,43.027571,33.83591
30.985,38.92505,8.923238,43.03608,33.831365
30.986,38.934537,8.923146,43.045201,33.826958
30.987,38.944354,8.923054,43.054921,33.822691
30.988,38.954493,8.922961,43.065226,33.81857
30.989,38.964949,8.922869,43.076103,33.814596
30.99,38.975715,8.922778,43.087537,33.810773
30.991,38.986785,8.922686,43.099515,33.807105
30.992,38.998153,8.922594,43.112023,33.803595
30.993,39.009813,8.922503,43.125049,33.800245
30.994,39.021761,8.922412,43.13858,33.797057
30.995,39.033991,8.922321,43.152606,33.794035
30.996,39.046497,8.922231,43.167115,33.791181
30.997,39.059276,8.92214,43.182097,33.788496
30.998,39.072322,8.92205,43.197545,33.785984
30.999,39.08563,8.92196,43.213449,33.783646
31.0,39.099195,8.921871,43.229801,33.781483
31.001,39.113013,8.921781,43.246595,33.779499
31.002,39.127078,8.921692,43.263824,33.777695
31.003,39.141385,8.921604,43.281481,33.776072
31.004,39.155929,8.921515,43.299559,33.774631
31.005,39.170705,8.921427,43.318054,33.773376
31.006,39.185707,8.92134,43.336957,33.772306
31.007,39.200929,8.921252,43.356264,33.771423
31.008,39.216366,8.921166,43.375966,33.770729
31.009,39.232013,8.921079,43.396058,33.770225
31.01,39.247863,8.920993,43.416531,33.769911
31.011,39.263912,8.920907,43.437377,33.769789
31.012,39.280154,8.920822,43.45859,33.769861
31.013,39.296583,8.920737,43.480158,33.770126
31.014,39.313194,8.920653,43.502075,33.770585
31.015,39.329982,8.920569,43.524329,33.77124
31.016,39.346942,8.920485,43.546913,33.772091
31.017,39.364068,8.920402,43.569814,33.773137
31.018,39.381356,8.92032,43.593025,33.774381
31.019,39.398801,8.920238,43.616533,33.775821
31.02,39.416399,8.920157,43.64033,33.777458
31.021,39.434144,8.920076,43.664405,33.779293
31.022,39.452033,8.919995,43.688748,33.781325
31.023,39.470062,8.919916,43.713349,33.783554
31.024,39.488225,8.919836,43.738198,33.78598
31.025,39.506519,8.919758,43.763287,33.788603
31.026,39.524939,8.91968,43.788607,33.791422
31.027,39.543481,8.919603,43.814148,33.794437
31.028,39.562142,8.919526,43.839904,33.797647
31.029,39.580916,8.91945,43.865865,33.801053
31.03,39.5998,8.919374,43.892026,33.804653
31.031,39.618788,8.9193,43.918378,33.808446
31.032,39.637876,8.919226,43.944914,33.812432
31.033,39.65706,8.919152,43.971629,33.816611
31.034,39.676335,8.91908,43.998516,33.820981
31.035,39.695695,8.919008,44.025569,33.825541
31.036,39.715137,8.918937,44.052782,33.830291
31.037,39.734655,8.918866,44.080149,33.835229
31.038,39.754244,8.918796,44.107663,33.840355
31.039,39.773899,8.918728,44.135319,33.845667
31.04,39.793616,8.918659,44.163111,33.851165
31.041,39.81339,8.918592,44.191032,33.856847
31.042,39.833215,8.918526,44.219076,33.862712
31.043,39.853089,8.91846,44.247236,33.868759
31.044,39.873005,8.918395,44.275506,33.874987
31.045,39.892961,8.918331,44.303878,33.881393
31.046,39.912953,8.918268,44.332345,33.887978
31.047,39.932978,8.918206,44.3609,33.894739
31.048,39.953031,8.918144,44.389536,33.901675
31.049,39.973111,8.918084,44.418246,33.908785
31.05,39.993215,8.918024,44.447023,33.916066
31.051,40.013341,8.917965,44.475858,33.923518
31.052,40.033488,8.917907,44.504747,33.931139
31.053,40.053653,8.91785,44.533681,33.938926
31.054,40.073836,8.917794,44.562655,33.946879
31.055,40.094035,8.917739,44.591663,33.954995
31.056,40.114251,8.917685,44.6207,33.963273
31.057,40.134483,8.917632,44.64976,33.971711
31.058,40.154729,8.91758,44.678839,33.980307
31.059,40.174991,8.917529,44.707933,33.989059
31.06,40.195267,8.917479,44.737039,33.997965
31.061,40.215557,8.917429,44.766155,34.007024
31.062,40.23586,8.917381,44.795278,34.016234
31.063,40.256177,8.917334,44.824406,34.025592
31.064,40.276507,8.917288,44.853538,34.035097
31.065,40.296848,8.917243,44.882674,34.044747
31.066,40.3172,8.917198,44.911814,34.05454
31.067,40.33756,8.917155,44.940957,34.064475
31.068,40.357928,8.917113,44.970102,34.07455
31.069,40.378302,8.917072,44.999252,34.084762
31.07,40.398679,8.917032,45.028405,34.095111
31.071,40.419057,8.916993,45.057563,34.105594
31.072,40.439434,8.916955,45.086724,34.11621
31.073,40.459806,8.916918,45.115889,34.126957
31.074,40.480171,8.916882,45.145058,34.137834
31.075,40.500525,8.916848,45.17423,34.148838
31.076,40.520866,8.916814,45.203403,34.159969
31.077,40.541191,8.916781,45.232576,34.171225
31.078,40.561495,8.91675,45.261746,34.182604
31.079,40.581777,8.916719,45.290912,34.194104
31.08,40.602033,8.91669,45.320069,34.205724
31.081,40.622259,8.916662,45.349215,34.217462
31.082,40.642455,8.916635,45.378346,34.229317
31.083,40.662616,8.916608,45.407457,34.241287
31.084,40.682741,8.916583,45.436544,34.253371
31.085,40.702828,8.916559,45.465602,34.265566
31.086,40.722875,8.916536,45.494627,34.277871
31.087,40.74288,8.916515,45.523612,34.290284
31.088,40.762841,8.916494,45.552553,34.302804
31.089,40.782759,8.916474,45.581446,34.315428
31.09,40.802631,8.916455,45.610286,34.328155
31.091,40.822457,8.916438,45.639068,34.340984
31.092,40.842236,8.916421,45.667788,34.353911
31.093,40.861967,8.916406,45.696442,34.366936
31.094,40.88165,8.916391,45.725028,34.380057
31.095,40.901285,8.916378,45.753541,34.393271
31.096,40.92087,8.916366,45.78198,34.406577
31.097,40.940404,8.916355,45.810342,34.419974
31.098,40.959887,8.916344,45.838626,34.433458
31.099,40.979318,8.916335,45.86683,34.447029
31.1,40.998695,8.916327,45.894954,34.460684
31.101,41.018017,8.91632,45.922997,34.474422
31.102,41.037282,8.916314,45.950959,34.488241
31.103,41.056489,8.916309,45.978838,34.502139
31.104,41.075634,8.916305,46.006636,34.516114
31.105,41.094716,8.916302,46.034351,34.530166
31.106,41.113733,8.9163,46.061985,34.544291
31.107,41.132681,8.916299,46.089535,34.558488
31.108,41.151557,8.9163,46.117002,34.572756
31.109,41.17036,8.916301,46.144385,34.587094
31.11,41.189085,8.916303,46.171682,34.601498
