time_s,ascending_aorta_pressure_mmHg,ascending_aorta_flow_ml_s,aortic_arch_pressure_mmHg,descending_aorta_pressure_mmHg,descending_aorta_flow_ml_s,ivc_pressure_mmHg,ivc_flow_ml_s,svc_pressure_mmHg,svc_flow_ml_s,rpa_pressure_mmHg,rpa_flow_ml_s,lpa_pressure_mmHg,lpa_flow_ml_s,ventricle_volume_ml,mitral_valve_flow_ml_s,pulmonary_inflow_qin5_ml_s,ventricle_pressure_mmHg,atrium_pressure_mmHg,atrium_volume_ml
0.01,41.87789694742368,-0.0020443,41.87782194554863,41.8940973524338,-5.78787,8.82472061801545,17.1169,8.524638115952897,38.672200000000004,8.555238880972023,35.12330000000001,7.594539863496587,20.899200000000004,75.932566,-12.00235,56.022473,9.038136,2.51461,17.945202
0.011,41.86994674866872,-0.00204439,41.86994674866872,41.88614715367884,-5.7848299999999995,8.821120528013198,17.1125,8.524188104702617,38.6276,8.559363984099601,35.0454,7.608940223505587,20.8873,75.919527,-14.091888,55.932723,9.647653,2.532122,18.014221
0.012,41.862071551788794,-0.00204449,41.86199654991374,41.87827195679892,-5.781790000000001,8.817070426760667,17.108600000000003,8.523813095327382,38.5697,8.564539113477837,34.9701,7.6237155928898215,20.874000000000002,75.904371,-16.230029,55.844083,10.268888,2.550215,18.085267
0.013,41.85412135303382,-0.0020445800000000003,41.85404635115877,41.87032175804394,-5.77876,8.81272031800795,17.1051,8.523513087827196,38.496700000000004,8.570539263481587,34.896800000000006,7.638715967899197,20.8598,75.887063,-18.393434,55.756599,10.90046,2.568851,18.158377
0.014,41.846171154278856,-0.00204468,41.84609615240381,41.86244656116403,-5.77573,8.808070201755044,17.1021,8.523288082202054,38.4074,8.577364434110851,34.825,7.654166354158853,20.845100000000002,75.867589,-20.558142,55.670139,11.541146,2.587987,18.233567
0.015,41.838295957398934,-0.0020447700000000004,41.83822095552389,41.85449636240906,-5.7727,8.803420085502136,17.099600000000002,8.523213080327007,38.3011,8.584789619740492,34.7543,7.669991749793744,20.8301,75.845959,-22.700018,55.584396,12.189855,2.607573,18.310826
0.016,41.83034575864396,-0.0020448700000000003,41.83027075676891,41.846621165529136,-5.76968,8.79876996924923,17.0975,8.523213080327007,38.1775,8.592664816620415,34.683800000000005,7.686267156678916,20.8151,75.822209,-24.795165,55.498903,12.845607,2.627557,18.390119
0.017,41.822395559888996,-0.00204496,41.822395559888996,41.83867096677417,-5.76666,8.794194854871371,17.0957,8.523288082202054,38.037000000000006,8.600840021000524,34.61300000000001,7.702917572939323,20.8001,75.796397,-26.820267,55.413053,13.50752,2.647877,18.471389
0.018,41.81452036300907,-0.00204506,41.81444536113403,41.830795769894245,-5.76365,8.789844746118652,17.0943,8.523438085952149,37.8802,8.609015225380633,34.5409,7.719867996699916,20.7852,75.768604,-28.752873,55.326121,14.174792,2.66847,18.554554
0.019,41.8065701642541,-0.0020451500000000004,41.80649516237906,41.822845571139275,-5.76063,8.785869646741169,17.0931,8.523738093452335,37.7083,8.617115427885697,34.4669,7.737118427960698,20.770400000000002,75.738934,-30.571606,55.237303,14.846699,2.68927,18.639508
0.02,41.79869496737418,-0.00204525,41.798619965499135,41.81497037425935,-5.757630000000001,8.782194554863871,17.092,8.524038100952524,37.5226,8.624840621015524,34.3902,7.754443861096528,20.7555,75.70751,-32.256298,55.145751,15.522581,2.710205,18.726125
0.021,41.79074476861921,-0.00204534,41.790669766744166,41.80709517737943,-5.75462,8.778894472361808,17.0908,8.524488112202803,37.3249,8.632115802895072,34.3102,7.771844296107402,20.7404,75.674477,-33.788062,55.050614,16.20184,2.731203,18.814259
0.022,41.78286957173929,-0.00204544,41.78279456986424,41.79914497862446,-5.75162,8.776119402985072,17.0895,8.524938123453087,37.1169,8.63864096602415,34.226400000000005,7.789019725493136,20.724700000000002,75.639996,-35.1493,54.951074,16.883935,2.752188,18.903743
0.023,41.77491937298432,-0.00204554,41.77491937298432,41.79126978174454,-5.74863,8.77379434485862,17.088,8.525538138453461,36.9009,8.644416110402759,34.1383,7.806045151128777,20.7081,75.604245,-36.323668,54.846387,17.568374,2.773082,18.994395
0.024,41.7670441761044,-0.00204563,41.76696917422935,41.78339458486462,-5.74563,8.771994299857495,17.0862,8.526138153453836,36.6791,8.64921623040576,34.0456,7.822470561764043,20.6903,75.56742,-37.296016,54.735917,18.254714,2.793804,19.086013
0.025,41.75916897922448,-0.0020457300000000004,41.75909397734943,41.77544438610965,-5.742640000000001,8.770719267981699,17.084100000000003,8.52673816845421,36.453900000000004,8.652891322283057,33.9483,7.8383709592739805,20.6709,75.52973,-38.052335,54.61918,18.942558,2.814274,19.178383
0.026,41.75121878046951,-0.00204582,41.75114377859446,41.767569189229725,-5.739660000000001,8.769894247356183,17.0818,8.527338183454585,36.2277,8.655516387909696,33.8464,7.853371334283356,20.6495,75.491397,-38.579736,54.495871,19.631551,2.834408,19.271276
0.027,41.743343583589585,-0.00204592,41.74326858171454,41.7596939923498,-5.73668,8.769594239855996,17.0792,8.528013200330006,36.0028,8.656941423535589,33.7401,7.867471686792169,20.625700000000002,75.452656,-38.866503,54.365896,20.321379,2.854121,19.364451
0.028,41.73546838670966,-0.00204602,41.735393384834616,41.75181879546989,-5.7337,8.76974424360609,17.076400000000003,8.528613215330381,35.781400000000005,8.657166429160728,33.629900000000006,7.880372009300232,20.599500000000003,75.413752,-38.902264,54.229385,21.011765,2.873329,19.457654
0.029,41.72751818795469,-0.0020461100000000003,41.727443186079654,41.743943598589965,-5.73072,8.770269256731417,17.073300000000003,8.529213230330758,35.5655,8.656191404785119,33.5161,7.892072301807544,20.5706,75.374942,-38.678325,54.086707,21.702471,2.891949,19.550624
0.03,41.71964299107477,-0.00204621,41.71956798919973,41.73606840171004,-5.72775,8.77116927923198,17.070100000000004,8.529813245331132,35.357,8.654091352283805,33.399499999999996,7.902422560564014,20.5389,75.336489,-38.188195,53.938457,22.39329,2.909901,19.643092
0.031,41.711767794194856,-0.0020463,41.7116927923198,41.728118202955066,-5.72478,8.77236930923273,17.0667,8.53033825845646,35.1572,8.650866271656792,33.280800000000006,7.911347783694591,20.5046,75.298661,-37.428329,53.78544,23.084051,2.927108,19.734784
0.032,41.70389259731493,-0.0020464,41.70381759543988,41.72024300607515,-5.72182,8.77379434485862,17.063200000000002,8.53086327158179,34.9673,8.646591164779117,33.161,7.918772969324232,20.4677,75.261727,-36.399088,53.628643,23.774611,2.943505,19.825427
0.033,41.696017400435004,-0.00204649,41.69594239855996,41.71236780919523,-5.71886,8.775369384234605,17.059400000000004,8.531238280957023,34.7881,8.641416035400885,33.0409,7.924848121203029,20.4283,75.225955,-35.105855,53.469188,24.464856,2.959036,19.914749
