time_s,ascending_aorta_pressure_mmHg,ascending_aorta_flow_ml_s,aortic_arch_pressure_mmHg,descending_aorta_pressure_mmHg,descending_aorta_flow_ml_s,ivc_pressure_mmHg,ivc_flow_ml_s,svc_pressure_mmHg,svc_flow_ml_s,rpa_pressure_mmHg,rpa_flow_ml_s,lpa_pressure_mmHg,lpa_flow_ml_s
0.017,41.84377109427735,-5.091220000000001,42.14715367884197,42.82727068176704,-4.13285,8.906172654316357,17.3386,8.815045376134401,24.0896,8.764794119852995,26.0713,8.123228080702017,15.7791
0.018,41.773569339233475,-5.51469,42.067426685667144,42.81414535363383,-4.15165,8.90609765244131,17.334300000000002,8.814970374259355,24.0939,8.764719117977949,26.0709,8.123228080702017,15.7789
0.019,41.705617640441005,-5.908740000000001,41.98709967749193,42.795844896122404,-4.18993,8.906022650566264,17.330099999999998,8.814895372384308,24.0981,8.7646441161029,26.070600000000002,8.12315307882697,15.778699999999999
0.02,41.64014100352509,-6.27129,41.90677266931673,42.77214430360759,-4.24899,8.906022650566264,17.3258,8.814820370509262,24.102400000000003,8.7646441161029,26.0703,8.12315307882697,15.778500000000003
0.021,41.5772894322358,-6.601050000000001,41.8270456761419,42.742668566714165,-4.32973,8.905947648691217,17.3215,8.814745368634215,24.1066,8.764569114227854,26.07,8.123078076951924,15.778300000000002
0.022,41.5172879321983,-6.89749,41.74844371109277,42.707342683567084,-4.43264,8.90587264681617,17.317200000000003,8.814670366759168,24.1108,8.764494112352807,26.0697,8.123003075076875,15.778100000000002
0.023,41.459986499662485,-7.16084,41.671566789169724,42.666166654166354,-4.55779,8.90587264681617,17.312900000000003,8.814520363009075,24.115099999999998,8.76441911047776,26.0694,8.123003075076875,15.7779
0.024,41.40553513837846,-7.392040000000001,41.59686492162304,42.61914047851196,-4.70483,8.905797644941122,17.308699999999998,8.814445361134029,24.119300000000003,8.76441911047776,26.069100000000002,8.122928073201829,15.777700000000001
0.025,41.35363384084602,-7.59267,41.52463811595289,42.566489162229054,-4.87299,8.905722643066076,17.3044,8.81437035925898,24.1235,8.764344108602714,26.0687,8.122853071326782,15.7776
0.026,41.30420760519013,-7.76488,41.45533638340958,42.50851271281782,-5.06106,8.905722643066076,17.3001,8.814295357383934,24.1277,8.764269106727667,26.0684,8.122853071326782,15.7774
0.027,41.256956423910594,-7.911300000000001,41.38903472586814,42.44566114152853,-5.26747,8.90564764119103,17.295900000000003,8.814220355508887,24.131800000000002,8.764269106727667,26.0681,8.122778069451735,15.777199999999999
0.028,41.21165529138228,-8.0349,41.32603315082876,42.37830945773644,-5.4903,8.905572639315983,17.2916,8.81414535363384,24.136000000000003,8.76419410485262,26.067800000000002,8.122778069451735,15.777000000000003
0.029,41.16807920198004,-8.13888,41.266331658291456,42.307207680192,-5.72734,8.905572639315983,17.287300000000002,8.813995349883747,24.1401,8.764119102977574,26.067500000000003,8.122703067576689,15.776800000000001
0.03,41.1259281482037,-8.226560000000001,41.20993024825621,42.23288082202055,-5.976090000000001,8.905497637440934,17.2831,8.8139203480087,24.1443,8.764119102977574,26.0672,8.122628065701642,15.776600000000002
0.031,41.08490212255306,-8.30122,41.15682892072301,42.156003900097495,-6.23391,8.905497637440934,17.2788,8.813845346133654,24.148400000000002,8.764044101102527,26.0669,8.122628065701642,15.7764
